id,document_number,window_number,pair_number,text,hadar,shir
27.109.789,27,109,789," מה שנראה לכאורה כרצח בכוונה תחילה (לפי עדויות בני משפחתו), לבש צורת המלצה להגשת גיליון אישום על הריגה, שקיבלה דמות של העמדה לדין על שתי עבירות משמעתיות, [א1] שהפכה [/א1] לגיליון אישום מתוקן שבו אין זכר לעובדת המוות. ""מבית המשפט [א2] נחסך [/א2] הרבה זמן כתוצאה מעסקת הטיעון"", טרחו התובעת והסניגוריות להזכיר השבוע בעת הדיון על חומרת העונש.",EQUAL,BEFORE
107.12.49,107,12,49, עוזר המאמן של הגליל אילן קובלסקי אומר שקידר [א1] מעד [/א1] ונחבט במדרגות. קידר שסובל מפגיעה בלסת התקשה לאכול [א2] והתבקש [/א2] לנוח שלושה ימים.,BEFORE,BEFORE
117.3.22,117,3,22," מי שחשב שההוראה [א1] ששיגר [/א1] לבורסה יצאה במועד התאכזב, ואולי הפסיד כסף. מדוע הפסקות החשמל מובנות מאליהן לחברת החשמל ולכן [א2] הופכות [/א2] לשגרה? מדוע לפחות אין הם מפרסמים התנצלות והסברים, באותו תקציב שבו הם משתמשים כדי ליצור תדמית ציבורית חיובית? איך זה שמדינה שבה יש מכשור מתקדם, הפסקות חשמל משבשות לעתים כה תכופות את העבודה? הפסקת מים בלתי מתוכננת עלולה להיות צרה צרורה, כשאתה ממהר לעבודה או סתם באמצע מקלחת.",VAGUE,AFTER
27.25.171,27,25,171," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה [א1] יבוא [/א1] אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל [א2] מביא [/א2] את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",VAGUE,VAGUE
27.80.519,27,80,519," הן [א1] ביקשו [/א1] לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה [א2] שהזכירה [/א2] את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",AFTER,AFTER
27.2.19,27,2,19," קהל קטן של מאזינים [א1] התקבץ [/א1] סביבו. הוא דיבר ברהיטות, [א2] משלב [/א2] בנאומו פסוקים מהמקורות, מרים מדי פעם את קולו, אבל לא מתלהט.",AFTER,EQUAL
108.27.79,108,27,79," מבחינתנו גם מקום שישי הוא כמו אליפות. אמנם [א1] נוצחנו [/א1] פעם אחת, אבל לא [א2] שיחקנו [/א2] נגד הגדולות.",EQUAL,AFTER
13.10.38,13,10,38," ב3891, בעקבות חקירה מחודשת, [א1] נקבע [/א1] כי יש מקום להגיש נגדו כתב אישום בגין סיוע למעצרם של יהודים כדרישת הגרמנים. ב4891 הודיע לו שופט-חוקר כי [א2] הוגשו [/א2] נגדו תלונות נוספות.",BEFORE,BEFORE
15.38.157,15,38,157," לדבריהם, היו התנגשויות בין צה""ל לתושבים מקומיים החל משעות הבוקר המוקדמות, כאשר מאות רעולי פנים [א1] יידו [/א1] אבנים על חיילים. קצין בכיר הגדיר את [א2] המתרחש [/א2] ברצועה ביומיים האחרונים כמלחמה.",AFTER,EQUAL
89.14.84,89,14,84," הממונה על החקירה מסר כי [א1] התגלה [/א1] שא-נוסייר היה חובב אקדחים, ובדירתו נמצאו חוברות רבות של מגזינים המיועדים לשכירי חרב. החשוד [א2] נסע [/א2] לעתים קרובות למטווחי אש בקונטיקט.",AFTER,AFTER
69.7.60,69,7,60," קפכות במסגרת יום העיון שערך אתמול המרכז הישראלי לניהול הודיע מנכ""ל המי""ל, כי נבחר פה אחד ליו""ר המי""ל, וזכה למחיאות כפיים באולם גן אורנים. ליום העיון, [א1] שעסק [/א1] בתוכנית הכלכלית, הצליח המי""ל להביא כ753 איש, מה [א2] שמלמד [/א2] על ההתעניינות בנושא וברשימת המרצים המכובדת.",AFTER,BEFORE
67.13.19,67,13,19," יבוא תשומות לייצור, למעט יהלומים ודלק, [א1] הסתכם [/א1] ב006 מיליון דולר בממוצע לחודש בספטמבר ואוקטובר והיה נמוך ב1% לעומת הממוצע בשני החודשים שקדמו. יבוא נכסי השקעה [א2] ירד [/א2] ב3% והסתכם ב761 מיליון דולר לחודש.",EQUAL,EQUAL
15.59.295,15,59,295," שניים מהם [א1] אושפזו [/א1] לקבלת טיפול בבית החולים הממשלתי ברמאללה. באדר עלי אבו זהרה, סטודנט להנדסה, תושב הכפר יאטה, נפגע בגבו וידו נשברה; נידאל פאיז אל פכוור, בן 12 מטובאס, תלמיד בחוג לאנגלית איבד שתיים משיניו; 51 סטודנטים נוספים טופלו במרפאה מקומית [א2] ושוחררו [/א2] לבתיהם.",EQUAL,BEFORE
117.22.145,117,22,145," לפחות חברה אחת לא [א1] נכנסה [/א1] להסדר במלואו, ובאחרת טרם התארגנו להסדר החדש. לוויזה עצמה [א2] התבררה [/א2] הטעות מהר מאוד, אך איש לא טרח לפרסם תיקון טעות.",BEFORE,BEFORE
101.12.145,101,12,145," אבי נימני שילח כדור מתוחכם לעור [א1] שחדר [/א1] לרחבת חולון ובאין מפריע בעט שטוחות לרשתו של ביטרן. החלפתו של ארמלי הגרוע במחצית השניה ובעבר השני החלפתו התמוהה של איציק זוהר ממכבי [א2] גרמו [/א2] לשינוי ביחסי הכוחות, כאשר שחקני חולון החלו ללחוץ על שער מכבי וצמצמו בדקה ה-75 בבעיטת 11 של אבי פס לאחר הכשלת אוחנה ברחבה.",BEFORE,BEFORE
27.0.3,27,0,3,"השבוע, ביום שלישי לפני הצהריים, כמה שעות לאחר [א1] שנודע [/א1] על הרצחו של מאיר כהנא, עמד צעיר בעל עצמות לחיים גבוהות בקומת הכניסה של מטה ""כך"" בירושלים ונשא דברים מתלהמים. על מסירות הנפש של מאיר כהנא שהפך לקורבן עולה; על שוטרים ערבים [א2] המפקחים [/א2] על כניסת יהודים להר הבית ועל הקשר שיש להם עם ארגוני חבלה ערביים שהכינו רשימה של יהודים שיש להתנקש בחייהם; על כך שמהיום והלאה מוטב לכל ערבי להתבונן היטב סביבו, עשרים וארבע שעות ביממה, משום שמישהו עלול לארוב לו.",AFTER,AFTER
89.14.86,89,14,86," הממונה על החקירה מסר כי התגלה שא-נוסייר היה חובב אקדחים, ובדירתו נמצאו חוברות רבות של מגזינים [א1] המיועדים [/א1] לשכירי חרב. החשוד [א2] נסע [/א2] לעתים קרובות למטווחי אש בקונטיקט.",AFTER,BEFORE
17.18.149,17,18,149," מספיק כי מישהו, גם אם אין לו שום קשר עם התנועה, [א1] יחפש [/א1] לעצמו קורבן מבין אלה השייכים לשלוש הקטגוריות. הפלשתינאים שביצעו רציחות בבקעה ובאשקלון וניסו לרצוח שתי חיילות בצומת אלונים פעלו גם הם על דעת עצמם; באותו אופן עלולים ""לפעול"" יהודים כדי לתת פורקן לרגשותיהם הנסערים, בביצוע פיגוע שתנועת ""כך"" לא [א2] יזמה [/א2] או אישרה.",VAGUE,EQUAL
108.17.53,108,17,53," הליגה שלנו [א1] מתחילה [/א1] להיות כמו הליגה האיטלקית, עם הרבה ניצחונות חוץ. אני [א2] בטוח [/א2] שננחל הפסדים נוספים למרות שתיאורטית, אם לא נפסיד עד סוף הליגה ונשמור על יתרון 32 נק מול מכבי, נהיה ראשונים"".",EQUAL,BEFORE
11.75.232,11,75,232," ובכן, [א1] התברר [/א1] שבעלי הרעיונות המעניינים היו אנשים כמו רוברט בורק, מרטין פלדסטיין, צארלס מאריי ואלן בלום שגם הודות לתמיכה הפילנטרופית שקיבלו בשנות ה70 ואו בראשית שנות ה80 אין צורך להציגם בציבור. אם אתה משמיע באוזני השמרנים רמז לכך שקריסטול ושות הפכו את הקערה על פיה, ולכן כיום כסף ימני הוא החולש בכיפה בעולם הרעיונות, הם יפנו אותך לרשימת הקרנות הפילנטרופיות הגדולות ביותר, ויזכירו לך שמבין הקרנות השמרניות אולין, סמית-ריצרדסון, לינד והרי בראדלו, פיו, שרה סקאיף רק פיו [א2] כלולה [/א2] ברשימת הגדולות.",BEFORE,BEFORE
3.4.76,3,4,76," אני גם מוכן להסתכן ולשער כי ההורה, או קבוצת ההורים שהתנגדה לטיול, מסתתרים תחת המעטה של טיעון פוליטי נבוב ולמעשה הם פוחדים לשלוח את ילדיהם שמא איזה ערבי ינעץ בהם סכין בגב. אני מוכן, ורוצה, לשלוח את הילד שלי לירושלים עם זר פרחים ועם קופסת ממתקים, כדי להביע הוקרה ועידוד לנכד של אבא קובנר, [א1] שחטף [/א1] סכין בראש מידי אותו מרצח שפל [א2] שדקר [/א2] למוות שלושה יהודים בשכונת בקעה.",EQUAL,EQUAL
7.27.50,7,27,50," המשבר במפרץ הפרסי לא היה נושא בחירות מרכזי באיובה. טום הארקין הליברלי, ויריבו הרפובליקאי השמרן טום טקי, אמנם לא [א1] יכלו [/א1] להסכים על שום עניין, אבל [א2] נטו [/א2] להסכים על המפרץ הפרסי.",EQUAL,EQUAL
15.7.30,15,7,30, מקורות צבאיים בפיקוד דרום אמרו כי 78 תושבים נפצעו ו05 [א1] שוחררו [/א1] לבתיהם. העוצר שהוטל אתמול בעיירה בית חנון ובמקומות מרכזיים ברצועה [א2] יימשך [/א2] היום.,BEFORE,BEFORE
3.5.88,3,5,88," אני מוכן, ורוצה, לשלוח את הילד שלי לירושלים עם זר פרחים ועם קופסת ממתקים, כדי להביע הוקרה ועידוד לנכד של אבא קובנר, שחטף סכין בראש מידי אותו מרצח שפל שדקר למוות שלושה יהודים בשכונת בקעה. אני רוצה שהילד שלי [א1] יסתכל [/א1] בעיניים של הילד הפגוע [א2] ויגיד [/א2] לו: ""אתה לא לבדך בירושלים, כי גם אנחנו הגרים בנווה-מונסון, אתך בלב איתן ביחד"".",BEFORE,EQUAL
51.3.0,51,3,0,"ס. רמת השרון [א1] נקנסה [/א1] גם היא ב-2,500 שקל [א2] והוטל [/א2] עליה עונש הרחקה מ-4 מישחקים על תנאי לשנה, בעקבות התפרעות אוהדים אחרי המישחק נגד בית""ר ת""א.",EQUAL,EQUAL
69.27.179,69,27,179," קפכותאחד מוותיקי האוצר, המשנה לממונה על שוק ההון וביטוח, עומד לפרוש מתפקידו בינואר. פרידמן [א1] התחיל [/א1] את עבודתו באוצר לפני 04 שנה, [א2] בהיותו [/א2] סטודנט.",AFTER,EQUAL
27.79.506,27,79,506," שתי הסניגוריות הצעירות והחריפות של ווהבה ואדוט נלחמו בשצף קצף מהרגע הראשון נגד האזכור. הן [א1] ביקשו [/א1] לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים [א2] קבע [/א2] שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק.",AFTER,AFTER
7.35.67,7,35,67," בעיני השדולה הפרו-ישראלית בוואשינגטון, התנגדות לסיוע חוץ [א1] מעמידה [/א1] את המתנגד מחוץ למחנה גם אם אינה מוסבת ספציפית על ישראל. פעילים פרו-ישראליים עודדו מאז ומעולם יהודים לתרום כספים למועמדים, [א2] הנאבקים [/א2] נגד מתנגדי סיוע החוץ.",VAGUE,VAGUE
11.108.329,11,108,329, מדובר בקומץ אנשים שניסו למשוך אליהם כספי מענקים בעת שהעולם [א1] המטיר [/א1] דולרים עלאסטרטגיה גרעינית ופיקוח רב-צדדי על הנשק. עובדה זו שימשה יסוד לתלונה שכיחה בתחום הפילנטרופיה: התמקדותם של קרנות וצוותות חשיבה במגמות אופנתיות [א2] גורמת [/א2] לכך שהחברה בקושי ערוכה לגלים היסטוריים חדשים.,VAGUE,AFTER
17.16.133,17,16,133," אם יקותיאל בן-יעקב אמר בהספדו כי ""עתה ניתנה רשות הדיבור לחבר תת-המקלע ולחבר סכין"", ברי כי תנועת ""כך"" מקדשת, למפרע, כל פיגוע בשופט, בחבר כנסת ובעיתונאי אשר מישהו סבור כי פגעו באופן כלשהו בכהנא. אין ודאות כי חברי התנועה המאורגנים [א1] יבקשו [/א1] לנצל את ההיתר הזה, אם כי אין להקל ראש בידיעה כי ""ייתכן שבודדים בתנועה מכינים, או יכינו בימים הקרובים, רשימות של ערבים, אנשי שמאל ותקשורת [א2] ויסמנו [/א2] אותם כמטרות לפגיעה"" (""הארץ"", 811).",EQUAL,EQUAL
27.46.360,27,46,360," הרוח [א1] יצאה [/א1] ממפרשיה של התנועה ופעילותה הציבורית דעכה. אנשיה שבו וצצו רק על תקן של [א2] מלבי [/א2] יצרים (יעילים, יש לומר) בלוויות, בהפגנות ובאזכרות בעקבות מעשי רצח ערביים ביהודים.",NONE,BEFORE
15.52.256,15,52,256," רעולי הפנים ירו מתוך בית ספר של אונרוו""א [א1] ונמלטו [/א1] במכונית מרצדס כחולה. דובר צה""ל מסר שהסיור השיב באש אך לא [א2] דוח [/א2] על נפגעים.",BEFORE,BEFORE
1.7.22,1,7,22," המאמן רז ביקש שנבחרת הנוער תתמודד עם האולימפיים של פולין, אך המשחק לא [א1] יצא [/א1] לפועל בגלל חוסר תיאום לגבי המועד. בינתיים [א2] התבטלה [/א2] גם תכניתו של רז לצאת לטורקיה כדי לעקוב אחרי נבחרת הנוער (ב) של ארץ זו.",AFTER,EQUAL
11.67.189,11,67,189," הם סבורים שיש אירוניה בכך שמענקי קרנות באים בדרך כלל מטיפוסים שמרניים, אך הקרן לובשת לעיתים קרובות חזות של שמאלה מהמרכז בהנהגת הפילנטרופואידים (המונח שטבע דווייט מקדונלד בקרן פורד), שבסופו של דבר [א1] מנהלים [/א1] אותם. קריסטול וחבריו השמרנים [א2] עשו [/א2] שני דברים: ראשית, הם עודדו חברות לתעל את הפילנטרופיה שלהן ליוצאים מן הכלל של כלל זה, כמו קרן גון מ.",BEFORE,BEFORE
27.25.176,27,25,176," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה [א1] יבוא [/א1] אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה [א2] וזוכה [/א2] לגאולה שלמה.",VAGUE,VAGUE
105.3.12,105,3,12," צעדו של מראדונה [א1] בא [/א1] בעקבות תביעה של מנהלי המועדון להעניש את הכדורגלן הארגנטיני הסורר, שתחילה סירב לטוס עם נאפולי למשחק נגד ספרטק במוסקווה, אך לבסוף יצא במטוס סילון פרטי ולא מנע הדחת קבוצתו בבעיטות-11 מטרים. סמפדוריה (11 נק) [א2] תשמור [/א2] על הפיסגה אם תנצח כצפוי בביתה את פיזה.",BEFORE,BEFORE
83.3.4,83,3,4, כן [א1] תקיים [/א1] החברה שלוש טיסות שכר שבועיות לישראל בעונת תיירות הקיץ הקרובה. בסיורים שתציע החברה [א2] ייכללו [/א2] כל יעדי התיירות בארץ.,EQUAL,AFTER
1.6.14,1,6,14," המאמן רז אמר, כי קביעת משחקי המיבחן תיעשה רק לאחר [א1] שיתברר [/א1] אם הטורניר יהיה בישראל. המאמן רז [א2] ביקש [/א2] שנבחרת הנוער תתמודד עם האולימפיים של פולין, אך המשחק לא יצא לפועל בגלל חוסר תיאום לגבי המועד.",AFTER,AFTER
17.31.228,17,31,228," יש ליצור אווירה ציבורית שתשים סכר מפני תעמולתה של תנועת ""כך"", ושתרחיק את הסכנה שיהודים [א1] ייפגעו [/א1] מכלים שיקותיאל בן-יעקב קרא להפעלתם. יש ליצור מצב שבו ""כך [א2] תבודד [/א2] מרוב יהודי ישראל.",VAGUE,VAGUE
17.15.114,17,15,114," דמו עליהם"". אם יקותיאל בן-יעקב [א1] אמר [/א1] בהספדו כי ""עתה [א2] ניתנה [/א2] רשות הדיבור לחבר תת-המקלע ולחבר סכין"", ברי כי תנועת ""כך"" מקדשת, למפרע, כל פיגוע בשופט, בחבר כנסת ובעיתונאי אשר מישהו סבור כי פגעו באופן כלשהו בכהנא.",AFTER,AFTER
55.3.56,55,3,56," לשכת המהנדסים מסרבת לפנות את המבנה ולחילופין דורשת מהעירייה שתקצה לה מגרש חלופי ולסייע לה בהקמת משכן חדש למהנדסים. נציג המהנדסים טען בבוררות, כי העירייה [א1] נמנעה [/א1] מלפעול נגד ארגונים ומוסדות אחרים, הממוקמים במבנים [א2] שהוקמו [/א2] על קרקע עירונית, אשר חוזה החכירה שלהם עם העירייה פג כמו ""מצודת זאב"", ""בית המורה"" ועוד.",AFTER,AFTER
65.14.103,65,14,103," התביעות [א1] שהוגשו [/א1] לבית-משפט השלום ברחובות מסתכמות בכמיליון ש""ח. פרקליט התובעים, עו""ד יצחק סימון, מציין בכתב התביעה כי דיירי הבניינים (התובעים) [א2] התקשרו [/א2] לרכישת דירותיהם עם חברת זכריה דרוקר, אשר לימים נרכשה על-ידי סולל בונה וגם התחייבויותיה הועברו לנתבעת.",AFTER,AFTER
13.1.1,13,1,1," דמות מרכזית אחרת בפרשה זו, דרקייה דה פלפואה, מי שהיה הנציב הכללי לשאלות היהודים, [א1] נמלט [/א1] מארצו אחרי שחרורה. שלא בפניו [א2] נידון [/א2] למוות, אך הדבר לא הפריע לו לחיות בגלות נינוחה בספרד.",BEFORE,BEFORE
27.76.487,27,76,487," על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, הושמטה מגיליון האישום המקורי העובדה שבנסיבות שבהן [א1] חרגו [/א1] שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, שחרש באותה שעה את חלקת האדמה המשפחתית באזור בית סחור. גם בגיליון האישום המקורי לא נאמר במפורש שכתוצאה מהיריות של השניים [א2] נהרג [/א2] סאלם איסמעיל מובארק.",VAGUE,BEFORE
81.2.21,81,2,21," הוועד [א1] דורש [/א1] במכתבו להיות שותף בכל החלטה על עתיד החברה ובמיוחד לגבי מכירה אפשרית של מניותיה וכן לאפשר לעובדים להשתתף במכרז במסגרתו יוצאו למכירה מניות של החברה וזאת בתנאים שווים מול משקיעים אחרים. פנייתו של ועד העובדים למנכ""ל רשות החברות הממשלתיות באה בהמשך למכתב שחברי הוועד שיגרו לשר האוצר יצחק מודעי ולשר התחבורה משה קצב, לפני 01 ימים, שבו דרשו כי חלק ממניות הממשלה שיונפקו בבורסה לניירות ערך, [א2] יוקצו [/א2] לעובדים בתנאים מועדפים, כפי שנעשה לגבי חברת ""בזק"".",VAGUE,BEFORE
11.58.139,11,58,139," בעיקר הן אוהבות לאסוף אנשים שאילולא כן אפשר שלא היו [א1] נפגשים [/א1] לעולם: אקדמאים ופוליטיקאים, ביורוקרטים ונבחרי ציבור, פנאטים של השמאל ופנאטים של הימין. וזכרו: אפשר שפקיד התוכנית של הקרן [א2] יצטרף [/א2] גם הוא למסע; הקפידו איפוא בבחירת האתר.",VAGUE,BEFORE
11.62.160,11,62,160," בקרב אקדמאים שאינם מוזמנים לוועידות אלה שוררת ציניות רבה באשר למטר כרכי המאמרים והניירות [א1] המונפקים [/א1] בחסות קרנות. אין זה סביר שעל שולחנות עיתונאים ומעצבי מדיניות [א2] רובצים [/א2] כל כרכי ""אמריקן אקונומיק ריוויו"" של שלוש השנים האחרונות, אך בהחלט הגיוני שיש להם כמה כרכים המספקים מידע בנושא נתון במינונים קטנים וחזקים.",BEFORE,VAGUE
55.0.14,55,0,14,"ראש עיריית תל-אביב, שלמה להט, עומד על כך שלשכת המהנדסים תפנה את הבית [א1] המשמש [/א1] כיום כמשכנה בתל-אביב ""בית המהנדס"" ברחוב דיזנגוף בתל-אביב, וזאת בטענה שהקרקע עליו עומד הבית היא קרקע עירונית וכי ההסכם לפיו החכירה העירייה את המגרש שעליו הוקם הבית [א2] פג [/א2] עוד לפני שמונה שנים. על פי להט, בכוונת העירייה להקים במקום גן ציבורי.",BEFORE,VAGUE
11.113.352,11,113,352," אך אפשר לומר בביטחון, שאף לא דולר אחד מבין למעלה מ05 מיליארד הדולרים שהוציאו קרנות בין 9791 ל9891 לא [א1] הוקדש [/א1] להבהרתן. האם הכסף [א2] דוחף [/א2] את הרעיונות או שמא זוכים הרעיונות לתמיכה כספית בזכות ערכם והחידוש שבהם? כדי לענות על שאלות אלו עליך להשתקע קודם לכל באי-אלו הרהורים קוסמיים על טבעה של ההיסטוריה, ולהקדיש מחשבה לדיאלקטיקה הגליאנית, לתיאוריות על מקומו של האדם הגדול בהיסטוריה וכך הלאה.",VAGUE,AFTER
11.55.131,11,55,131," יש אנשים המתקשים להבטיח בפרצוף פוקר שהם יציעו פתרון לבעיה חברתית מרכזית. לאנשים אלה מומלץ ליהפך לקטליזטורים: לקבץ יחד אנשים רבים [א1] היכולים [/א1] להבטיח פתרונות או שלפחות יכולים היו, אילו [א2] סגרו [/א2] אותם במרכז ועידות במשך ימים, להציע פתרון.",VAGUE,AFTER
27.76.484,27,76,484," על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, [א1] הושמטה [/א1] מגיליון האישום המקורי העובדה שבנסיבות שבהן חרגו שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, שחרש באותה שעה את חלקת האדמה המשפחתית באזור בית סחור. גם בגיליון האישום המקורי לא [א2] נאמר [/א2] במפורש שכתוצאה מהיריות של השניים נהרג סאלם איסמעיל מובארק.",AFTER,AFTER
101.8.56,101,8,56," המכבים ניצלו עד תום את תסמונת התמימות שממנה סובלת חולון במשחקיה הביתיים. קשרי מכבי, נימני, קלינגר, זוהר ושוהם שהחליף את מלמיליאן הפצוע, [א1] גילו [/א1] עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית עלו ליתרון (91): זוהר פרץ באין מפריע באגף הימני, [א2] שילח [/א2] כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0.",BEFORE,BEFORE
108.6.19,108,6,19," שרף מוסיף לכך גם את העובדה שדורון גמצי, בעל פוטנציאל להיות כזה, אינו בכושר הרצוי וכי מכבי [א1] ממתין [/א1] לזר חדש (במקום הורטון) העשוי לעזור ולשנות או להיות יעיל עוד פחות ממנו. ""זה שמכבי כבר [א2] נוצח [/א2] בשני משחקים, אין בו לטשטש את העובדה שהפועל ירושלים היה הבולט בליגה ומקומו מוצדק"", אומר שרף.",VAGUE,BEFORE
69.5.28,69,5,28," בהמשך אמר כי עסקת החבילה שעשתה הממשלה עם ההסתדרות בשנים הקודמות היתה מעטפה יפה על-מנת שההסתדרות תקבל פחות. ל, יו""ר המושב בו הירצו קיסר, ושר האוצר, [א1] אמר [/א1] קיסר: ""מר אורי, או החבר אורי, אם היית חבר בהסתדרות הייתי [א2] מקבל [/א2] ממך מס אחיד גבוה.",VAGUE,AFTER
99.68.64,99,68,64, אי-אפשר לבקש ממזכיר איגוד שיעבוד לבד וגם [א1] ידפיס [/א1] לבד. לצוות הטכני לא [א2] הוספנו [/א2] השנה.,VAGUE,VAGUE
11.75.228,11,75,228," ובכן, [א1] התברר [/א1] שבעלי הרעיונות המעניינים היו אנשים כמו רוברט בורק, מרטין פלדסטיין, צארלס מאריי ואלן בלום שגם הודות לתמיכה הפילנטרופית שקיבלו בשנות ה70 ואו בראשית שנות ה80 אין צורך להציגם בציבור. אם אתה משמיע באוזני השמרנים רמז לכך שקריסטול ושות [א2] הפכו [/א2] את הקערה על פיה, ולכן כיום כסף ימני הוא החולש בכיפה בעולם הרעיונות, הם יפנו אותך לרשימת הקרנות הפילנטרופיות הגדולות ביותר, ויזכירו לך שמבין הקרנות השמרניות אולין, סמית-ריצרדסון, לינד והרי בראדלו, פיו, שרה סקאיף רק פיו כלולה ברשימת הגדולות.",BEFORE,BEFORE
11.38.97,11,38,97," ""אתה [א1] מתבונן [/א1] בנושא שיהיה בעל ערך לגיטימי למחקר, ובו בזמן יכבוש את דמיונו של פקיד התוכנית"", אומר וורן מילר, איש מדעי המדינה באוניברסיטת אריזונה. במשך עשרות שנים שימש מילר מגייס מענקים מרכזי לפרויקט חקר הבחירות הארציות, מחקר על התנהגות מצביעים שבעקבותיו [א2] נכתב [/א2] ב1960 החיבור הקלאסי ""המצביע האמריקאי"".",VAGUE,VAGUE
108.28.84,108,28,84," אמנם נוצחנו פעם אחת, אבל לא שיחקנו נגד הגדולות. אם [א1] ננצח [/א1] באחד משלושת המשחקים הבאים נגד הפועל תל אביב, מכבי תל אביב והפועל גליל עליון זה יהיה הישג אדיר, [א2] שיתן [/א2] לנו דחיפה קדימה"".",BEFORE,BEFORE
27.79.501,27,79,501," שתי הסניגוריות הצעירות והחריפות של ווהבה ואדוט [א1] נלחמו [/א1] בשצף קצף מהרגע הראשון נגד האזכור. הן ביקשו לתחום את המשפט למסגרתו המשמעתית, [א2] והזכירו [/א2] לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק.",BEFORE,BEFORE
15.51.247,15,51,247," כוח של צה""ל [א1] ניהל [/א1] אתמול קרב יריות עם רעולי פנים, שירו על סיור צה""ל במהלך סיור שגרתי, בשכונת שאבורה שברפיח. רעולי הפנים ירו מתוך בית ספר של אונרוו""א [א2] ונמלטו [/א2] במכונית מרצדס כחולה.",BEFORE,BEFORE
27.108.776,27,108,776," מותו של אדם תמים [א1] התגמד [/א1] לדיון בבית דין משמעתי של המשטרה על חריגה מהוראות פתיחה באש. מה שנראה לכאורה כרצח בכוונה תחילה (לפי עדויות בני משפחתו), לבש צורת המלצה להגשת גיליון אישום על הריגה, שקיבלה דמות של העמדה לדין על שתי עבירות משמעתיות, [א2] שהפכה [/א2] לגיליון אישום מתוקן שבו אין זכר לעובדת המוות.",EQUAL,BEFORE
69.9.69,69,9,69," קפכות, מנכ""ל רשות החברות הממשלתיות, [א1] שלח [/א1] השבוע ל, יו""ר דירקטוריון כי""ל, תזכורת הנוגעת למכירת השליטה בחברה. רפואה [א2] מזכיר [/א2] כי בישיבה עם שר האוצר ושר התעשייה והמסחר, הוחלט על מכירת השליטה בכימיקלים לישראל.",EQUAL,AFTER
83.1.1,83,1,1," במסגרת שיתוף הפעולה [א1] יודפסו [/א1] השנה חצי מיליון חוברות שיווק, ובהן מידע על אתרי תיירות במדינת ישראל. החוברת [א2] תופץ [/א2] לכ51 אלף סוכני נסיעות.",BEFORE,BEFORE
59.2.22,59,2,22," יתר על כן, ל""הארץ"" נודע כי במסגרת אימוץ המדיניות החדשה [א1] הורה [/א1] יו""ר מכון התקנים, צבי אלון, למנכ""ל המכון, אלי הדר, לדווח לו על כל ניסיון מצד אחת מוועדות התקינה לעשות שימוש בתקינה כבמחסום להגנה על התוצרת המקומית. השינויים בכללים [א2] נעשו [/א2] במסגרת פעולות שונות שנוקט מכון התקנים לצורך התאמת התקינה הישראלית לתקינה האירופית, לקראת איחודה הכלכלי של אירופה ב2991.",VAGUE,AFTER
