Unnamed: 0,id,document_number,window_number,pair_number,text,hadar,shir,curated,label
2878,27.81.599,27,81,599," לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם. כן [א1] הושמט [/א1] סעיף [א2] שהאשים [/א2] את השניים באי-דיווח על התקרית.",AFTER,EQUAL,,EQUAL
6994,122.12.149,122,12,149," למדתי שזכות היוצרים מחולקת בין האוצר לבין הבנקים: האוצר, באשרו מסגרת כללית לסוג תוכניות מסוים, המציא את השם ""תשורה"" (קודם לכן ""תשואה""), ועתה התיר להוסיף את התיבה ""המשך"" לתוכנית מתוקנת; בנק לאומי המציא את ""כוח"", בנק הפועלים הבריק ב""מטמון"" וכולי. במה מתבטא ה""המשך"", כלומר, מה הם ה""תנאים [א1] הניתנים [/א1] לחוסכים ותיקים בלבד"" בתוכניות ההמשך? בהודעת הבנק מדובר בלשון רבים, אבל למעשה יש רק תנאי משופר אחד: כל המועדים [א2] מוקדמים [/א2] בשנה אחת.",,VAGUE,,VAGUE
3272,22.10.76,22,10,76," הוא אוהב יהודים ומבין בהחלט שהערבים מתעבים את היהודים, ורואים בהם זרים [א1] שבאו [/א1] להשתלט על ארצם ועל אדמתם. ""כיהודי מאמין אני עושה את מה שמצווה עלי התורה ואת מה שדורש ממני אלוהים"", [א2] אמר [/א2] כהנא.",,BEFORE,,BEFORE
3010,85.0.8,85,0,8,"השופטת עדנה גבריאלי מבית-הדין לעבודה בתל-אביב הוציאה צו ביניים שלא לעשות כל שינוי בנכסי דיור לעולה ברח חשמונאים 19 בתל-אביב, עד לדיון שייערך בפניה ב91 בנובמבר, בו [א1] תישמע [/א1] בקשתו של המנכ""ל לשעבר של החברה להגדיל את העיקול הזמני על נכסי חברת דיור לעולה בע""ם. הצו הוצא עוד לפני [א2] שנודע [/א2] על החלטת הסוכנות למכור את החברה לאיש-העסקים יוסי דיאמנט.",AFTER,AFTER,,AFTER
4247,63.8.56,63,8,56," ואם העסק [א1] ממשיך [/א1] להתקיים, למרות ההפסד הרב שהוא צובר, הרי מדובר ביוזמה ציבורית. פרוף יהושע בן-אריה קבע כי בארץ-ישראל, בין שהיה מדובר ביהודים או זרים, אנשי היישוב החדש או היישוב הישן, היוזמות העסקיות תמיד היו [א2] משולבות [/א2] באידיאלים אלה או אחרים.",AFTER,VAGUE,,VAGUE
6358,133.52.206,133,52,206," ביום שבו הוחלט על תגבורת לבתי המשפט ולמשטרת הדרום, [א1] נרצח [/א1] שופט בעיר היפהפיה אגריגאנטו שבסיציליה, תזכורת נוספת למרחק בין רומא לדרום. שיקאגו של שנות השלושים, אמרו וחזרו [א2] ואמרו [/א2] קציני משטרה בכירים, כאין וכאפס לעומת דרום איטליה של היום.",,BEFORE,,BEFORE
1674,124.16.54,124,16,54," ילדות ונערות טורקיות המאושפזות במחלקות פסיכיאטריות סובלות לא אחת מהתקפים של תוקפנות עצמית. הן [א1] תולשות [/א1] את שיערן ובולעות מחטים, רבות [א2] ניסו [/א2] להתאבד.",,AFTER,,AFTER
2586,124.4.2,124,4,2," רק לאחר ש""היחידה המשפחתית"" קיימת ארבע שנים, זכאי בן הזוג, על-פי סעיף 91 בחוק הזרים החדש, להגיש בקשה משלו לזכות שהייה ברפובליקה הפדרלית. אך אם האשה [א1] מתקיימת [/א1] מעזרה סוציאלית, כלומר אם בעלה אינו [א2] מפרנס [/א2] אותה ולא די במשכורת שלה, אפשר שלא להאריך את תוקפו של רשיון המגורים שלה.",,AFTER,,AFTER
6366,43.9.48,43,9,48," מנגד, דווקא שחקני גבת הפתיעו במשחק לחימה, כאשר בשורותיהם בלטו רוברטס ואריה רוזנברג. לא [א1] חסר [/א1] הרבה [א2] שיחוללו [/א2] הפתעה גדולה.",BEFORE,BEFORE,,BEFORE
5765,111.1.13,111,1,13," כחלוף שבוע נחלו שתיהן הפסדי חוץ, במחזור השישי של הליגה, בלי שהצליחו אפילו להבקיע שער כדי להחזיר את הפיסגה לקבוצת מכבי חיפה, [א1] הנחשבת [/א1] על ידי מומחים ופרשנים, ובצדק, לקבוצה הטובה ביותר בעונה זו. אחרי משחקי אתמול נותר הפועל באר שבע היחיד שעדיין לא נוצח; ואת הטבלה [א2] סוגרות [/א2] שלוש הקבוצות היחידות שעדיין לא השיגו ניצחון (כפסר סבא, חולון, נתניה).",EQUAL,BEFORE,VAGUE,VAGUE
808,15.51.246,15,51,246," כוח של צה""ל [א1] ניהל [/א1] אתמול קרב יריות עם רעולי פנים, שירו על סיור צה""ל במהלך סיור שגרתי, בשכונת שאבורה שברפיח. רעולי הפנים [א2] ירו [/א2] מתוך בית ספר של אונרוו""א ונמלטו במכונית מרצדס כחולה.",AFTER,AFTER,,AFTER
6796,11.86.277,11,86,277," עם זאת, ""טובת הכלל"", הדו""ח הגדול על סעד [א1] שפרסמה [/א1] קרן פורד ב9891, סיפק תמיכה מנומקת (בגיבוי קונסנזוס רחב להפתיע של שמות מפורסמים) לתוכנית עבודה וסעד נוקשה ויקרה למדי, שאמנם הבטיחה מקומות עבודה, אבל גם קבעה שכל אדם ייזרק מרשימות מקבלי הסעד כעבור שנתיים. נוסף על כל זה, אין זה [א2] משנה [/א2] עד כמה גדול מספרן של הקרנות במרכז ומעט שמאלה ממנו.",,BEFORE,,BEFORE
6032,27.5.30,27,5,30," הוא לא התבלבל, והם [א1] נראו [/א1] כמי שמצאו שלל רב. כאשר [א2] הגיעו [/א2] למסקנה כי תפסו את הפרינציף וסגרו את מכשיריהם, סיננו המאזינים לעברם קללות ואיומים: ""הכל בגללכם; אתכם צריך לגמור"".",BEFORE,BEFORE,,BEFORE
3768,45.11.20,45,11,20," המשטר הזה רוצה לתת כמה שפחות ביטויים אופרטיווים להזדהות פורמלית עם סדאם חוסיין ועם המאבק נגד ישראל. אבל הוא מצוי במלכוד, כי מחד הוא [א1] תומך [/א1] באש""ף ובמאבק בישראל, אבל מאידך יש לו מגבלה חמורה מאד, משום שבפועל הוא [א2] מנסה [/א2] לנהל מדיניות הפוכה, שנועדה שלא לשרוף את הגשרים עם ארה""ב ולא לחמם את הגבול עם ישראל.",EQUAL,EQUAL,,EQUAL
1571,27.88.637,27,88,637," גם חודשיים וחצי לאחר מכן, ערב הפרסום הראשון ב""הארץ"" על המקרה, הוסיף דובר צה""ל למסור כי מצ""ח חוקרת את העניין. כאשר [א1] התחלתי [/א1] להתעניין בפרשה, הסתבר שדובר צה""ל [א2] מסר [/א2] הודעות כוזבות.",AFTER,VAGUE,,VAGUE
6831,27.76.490,27,76,490," על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, הושמטה מגיליון האישום המקורי העובדה שבנסיבות שבהן חרגו שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, [א1] שחרש [/א1] באותה שעה את חלקת האדמה המשפחתית באזור בית סחור. גם בגיליון האישום המקורי לא [א2] נאמר [/א2] במפורש שכתוצאה מהיריות של השניים נהרג סאלם איסמעיל מובארק.",BEFORE,BEFORE,,BEFORE
5501,101.9.87,101,9,87," קשרי מכבי, נימני, קלינגר, זוהר ושוהם שהחליף את מלמיליאן הפצוע, [א1] גילו [/א1] עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית עלו ליתרון (91): זוהר פרץ באין מפריע באגף הימני, שילח כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0. דקה לאחר השער שספגו [א2] נותרו [/א2] החולונים עם עשרה שחקנים, פעם רביעית בעונה זו, כשהמורחק התורן הוא אילן חכים שבעט ללא כדור באלי דריקס וראה את כרטיסו האדום של שיינר.",BEFORE,BEFORE,,BEFORE
311,92.4.12,92,4,12, המטרה היא לאפשר לכל מבוטח לבחור את סכום הפנסיה שהוא רוצה להבטיח לעצמו. במקביל לכך הקרן [א1] משקיעה [/א1] את כספי החברים באגרות חוב של האוצר [א2] המיועדות [/א2] לקרנות פנסיה והנושאות ריבית גבוהה מזו של חברות הביטוח.,,AFTER,,AFTER
6046,29.7.20,29,7,20, אלפי כרטיסים נמכרו וההתעניינות לא [א1] נותרה [/א1] רק באשדוד. שחקני הפועל הצהירו לא אחת כי ההצלחות של עירוני [א2] פגעו [/א2] ביכולתם.,,AFTER,,AFTER
5119,70.9.39,70,9,39," ישראל מצפה, כידוע, שארה""ב [א1] תיטול [/א1] חלק במיתקפה נגד עיראק, אם תותקף. ראשי הממשל כבר הבטיחו בכמה הזדמנויות כי ארה""ב [א2] תגיב [/א2] אם ישראל תותקף.",,EQUAL,,EQUAL
825,117.11.101,117,11,101, בתגובתה לתלונה בכתב התעלמה העירייה מהעובדה שהמים [א1] הופסקו [/א1] יום אחר יום. בעירייה גם [א2] התעלמו [/א2] מכך שלא נשלחה הודעה מראש ובכתב.,BEFORE,BEFORE,,BEFORE
6936,11.10.35,11,10,35," האם אתם יכולים להתעלות על כך? וישנם גם [א1] הזוכים [/א1] המיוחדים במובן היותר שנוי במחלוקת של המלה. למרות שמענקי קרן מקארתור [א2] נועדו [/א2] לשחרר את המוכשרים מנטל ההשתכרות למחייתם, כמה מענקים מגיעים תמיד לאנשים שאינם בדיוק נאבקים כדי לזכות בהכרה ובחופש יצירה (הדוגמה העיקרית של השנה היא סוזן זונטג).",AFTER,AFTER,,AFTER
4673,27.35.267,27,35,267," כעבור שנה, כאשר [א1] נחתמו [/א1] הסכמי קאמף-דייוויד, גרם לו גיבורו אכזבה מרה. הוא ראה בבגין אדם שבגד באמונתו ובעמו, ובמאמר ב""גואיש פרס"" פסק כי ראש הממשלה [א2] לקה [/א2] ב""חילול השם"" בכך שהפחד שלו מהגויים גבר על יראת ה.",AFTER,VAGUE,,VAGUE
3524,86.1.34,86,1,34," אגמי טען כי על ממשלת ישראל להעניק לחברות הבנייה בישראל מענקים לעידוד הכנת טכנולוגיות חדשות לענף, ואת עובדי הבנין לעודד על ידי שכר מועדף ומוגדל שיועבר ישירות לעובד, ולא לחברות הבנייה. בישיבה השבועית של מזכירות ההסתדרות במרחב חיפה שהתקיימה אתמול נמסר כי בשבועיים האחרונים חלה עלייה בדרישה לפועלים בענף הבנייה, לרבות דרישה לפועלים בלתי מקצועיים, אך נוכח השכר הנמוך [א1] המוצע [/א1] [א2] לדורשי [/א2] העבודה, ההענות היתה מעטה.",,AFTER,,AFTER
195,70.13.49,70,13,49," דובר מחלקת המדינה של ארה""ב, אמר אתמול כי ארה""ב ""היתה בקשר הדוק עם ישראל במשך כל התקופה"" שמאז תחילת המשבר במפרץ. הוא [א1] חזר [/א1] [א2] ושיבח [/א2] את גישת ה""פרופיל הנמוך"" שישראל נוקטת.",,EQUAL,,EQUAL
2533,22.8.29,22,8,29," ""א-נהאר"" חזר [א1] והדפיס [/א1] עכשיו, לאחר הרצח, את הראיון המקורי. כהנא [א2] אומר [/א2] בו לערבים שהוא איננו שונא אותם.",,AFTER,,AFTER
6155,2.10.75,2,10,75," היא כבשה תחילה את המנזר ואת התנגדות האויב [א1] שברה [/א1] לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה מיועד לשבירת כוחות חזקים ממך). האויב אמנם נשבר; קרב המגננה הפך לניצחון מוחץ; קטמון [א2] נפלה [/א2] וירושלים המערבית אוחדה.",,BEFORE,,BEFORE
7082,63.9.64,63,9,64," פרוף יהושע בן-אריה [א1] קבע [/א1] כי בארץ-ישראל, בין שהיה מדובר ביהודים או זרים, אנשי היישוב החדש או היישוב הישן, היוזמות העסקיות תמיד היו משולבות באידיאלים אלה או אחרים. פרוף ישראל קולת טען כי ד""ר ארתור רופין, [א2] שעמד [/א2] בראש המשרד הארצישראלי, הראה את הדרך לשילוב בין יוזמה פרטית לציבורית.",AFTER,AFTER,,AFTER
5964,43.1.12,43,1,12," שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם ניצבה מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית [א1] הספיקה [/א1] להם לזכות בניצחון שהושג לאחר במאמץ של הרגעים האחרונים. דקה ו-14 שניות לסיום [א2] הובילו [/א2] שחקני ראשון לציון ביתרון של 91 90 בלבד, ורק יכולת טובה של חיים זלוטיקמן ויוגין בנקס הותירה את הניצחון בבית.",AFTER,BEFORE,,BEFORE
6444,27.25.185,27,25,185," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא [א1] יחזרו [/א1] בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה [א2] וזוכה [/א2] לגאולה שלמה.",VAGUE,VAGUE,,VAGUE
4976,13.13.53,13,13,53," בעקבות המשפט נגד ראש הגסטאפו בלין, קלאוס ברבי, עלה מחדש שמו של פול טביה. הוא היה ממפקדי המיליציה הצרפתית הידועה לשמצה בליון, נטל חלק פעיל באקציות של הגסטאפו נגד לוחמי מחתרת ויהודים, [א1] עינה [/א1] עצורים, שדד את רכושם, [א2] והורה [/א2] על הוצאתם להורג של כמה מקורבנותיו בלי משפט.",BEFORE,BEFORE,,BEFORE
3463,15.28.96,15,28,96," אתמול הסיר צה""ל את העוצר מרוב שטחי הגדה המערבית, [א1] שהושמו [/א1] בעוצר מונע לרגל יום הצהרת בלפור ובעקבות אירועים אלימים. מקורות פלשתיניים [א2] טענו [/א2] כי בסוף השבוע הוכו במרכז שכם 01 תושבים מקומיים בידי חיילי צה""ל, סמוך לשוק הירקות.",BEFORE,VAGUE,,VAGUE
6109,96.1.10,96,1,10," מעריכים כי פוטנציאל הביקוש של הקבלנים וחברות הבנייה להשתלבות בעבודות הבנייה להיקפים של כ5405 אלף יחידות-דיור. התאחדות הקבלנים [א1] ביקשה [/א1] מהקבלנים ומחברות הבנייה להצהיר לגבי היקף הבנייה אותה מבקשים הם לבצע בדרך של בנייה יזומה על קרקעות אשר יוקצו להם על-ידי משרד השיכון, או במסגרת של בנייה תקציבית [א2] שתהווה [/א2] אחד מן המסלולים שיופעלו על-ידי המשרד.",,BEFORE,,BEFORE
3664,122.11.77,122,11,77," תמיד [א1] סיקרן [/א1] אותי לדעת מי המציא את השמות המוזרים הללו לתוכניות החיסכון, שהתהדרו עתה בשם המוזר ""כוח תשורת המשך"". למדתי שזכות היוצרים מחולקת בין האוצר לבין הבנקים: האוצר, באשרו מסגרת כללית לסוג תוכניות מסוים, המציא את השם ""תשורה"" (קודם לכן ""תשואה""), ועתה התיר להוסיף את התיבה ""המשך"" לתוכנית מתוקנת; בנק לאומי המציא את ""כוח"", בנק הפועלים [א2] הבריק [/א2] ב""מטמון"" וכולי.",,AFTER,,AFTER
2469,27.106.770,27,106,770," ואולי זו הטלת חשד בכשרים. עם זאת, להגנת [א1] המחשיד [/א1] [א2] תעמוד [/א2] אמינותם המפוקפקת של השלטונות בשלבים הקודמים של הפרשה.",BEFORE,,,BEFORE
4627,108.2.8,108,2,8," ""חיכיתם לליגה כזו 02 שנה"", אמר לנו בסוף השבוע מאמן מכבי תל אביב צבי שרף. הדברים [א1] נאמרו [/א1] לא כדי להפחית מיכולת קבוצתו, אלא מתוך הכרה שקבוצות רבות התחזקו וכי למכבי תל אביב לא יהיה קל כמו בשנים עברו לזכות במקום הראשון בתום הליגה הסדירה, אשר [א2] נתן [/א2] לו מיקדמה לקראת הפליי-אוף.",AFTER,AFTER,,AFTER
2758,48.5.55,48,5,55," שחקני החיזוק הולקומב ופירסון [א1] עשו [/א1] את המוטל עליהם וקלעו את מיכסת הנקודות שמצפים מהם (ביחד 94 נקודות). האכזבה באה דווקא מבינו, שלא הצליח להתמודד עם גבוהי הפועל, ומעושה המשחק שוורצמן [א2] שאיבד [/א2] כדורים רבים.",,EQUAL,,EQUAL
1247,117.4.72,117,4,72," מדוע הפסקות החשמל מובנות מאליהן לחברת החשמל ולכן הופכות לשגרה? מדוע לפחות אין הם מפרסמים התנצלות והסברים, באותו תקציב שבו הם משתמשים כדי ליצור תדמית ציבורית חיובית? איך זה שמדינה שבה יש מכשור מתקדם, הפסקות חשמל משבשות לעתים כה תכופות את העבודה? הפסקת מים בלתי מתוכננת עלולה להיות צרה צרורה, כשאתה ממהר לעבודה או סתם באמצע מקלחת. האם מים [א1] זורמים [/א1] בבית שימוש או לשטיפת שיניים בכיור הם מותרות? מדוע [א2] מפסיקים [/א2] מים ללא התראה מראש ובכתב? בקיץ האחרון, ב21 וב31 באוגוסט סגר מישהו את הברז המרכזי לרחוב שלם בתל אביב, בשעה שבע וחצי בבוקר.",,BEFORE,,BEFORE
1260,17.8.95,17,8,95," אני לא [א1] יודע [/א1] מה יקרה, אבל ברור שיהיו פעולות של יחידים נגד ערבים, ושערבים ישלמו על-כך"". יש לשים לב לניסוח: טירן פולק מדבר בשפה של תחזית שהוא [א2] בטוח [/א2] שאמנם תתגשם.",EQUAL,EQUAL,,EQUAL
5824,15.52.254,15,52,254," רעולי הפנים ירו מתוך בית ספר של אונרוו""א [א1] ונמלטו [/א1] במכונית מרצדס כחולה. דובר צה""ל [א2] מסר [/א2] שהסיור השיב באש אך לא דוח על נפגעים.",BEFORE,BEFORE,,BEFORE
330,56.5.29,56,5,29," יעקבי [א1] התראיין [/א1] בכלי התקשורת המקומיים, ואחד הראיונות לשדר גים וורן מרשת וו-אם-בי-אי הועבר ל061 תחנות רדיו ברחבי ארה""ב. לפי הדיווחים, השתתפו עשרות אנשים בכל אחד מן הסמינרים [א2] שנערכו [/א2] במסגרת מסע ההסברה לסוכני נסיעות, לכמרים, למנהיגי קהילות דתיות ולמנהיגי קהילות אתניות בשיקאגו יוצאי פולין, יוון ואיטליה.",,VAGUE,,VAGUE
3681,15.66.366,15,66,366," מצה""ל [א1] נמסר [/א1] כי ממצאי תחקיר ראשוני לא העלו דבר וכי היום יתבצע תחקיר מקיף. שלושה בקבוקי תבערה [א2] הושלכו [/א2] אמש לעבר מפקדת כוחות צה""ל ברצועה, הממוקמת בעיר עזה.",VAGUE,VAGUE,,VAGUE
170,124.35.117,124,35,117,", במעון שאליו [א1] הועברו [/א1] הילדות, לקחת אותן לקניות. אצל מגדת עתידות טורקייה הולעטו הנערות אלכוהול וכדורי שינה [א2] ונלקחו [/א2] לאב.",,BEFORE,,BEFORE
4449,13.6.33,13,6,33," שתי פרשיות אחרות, נוסף על זו של רנה בוסקה, נמצאות אף הן כיום בדיון משפטי מוקדם [א1] שנמשך [/א1] זמן רב: זו של מוריס פאפון וזו של פול טובייה. פאפון, שכאמור [א2] שימש [/א2] ממונה על מחוז זירונד בזמן המלחמה, הורה על ביצוע האקציות נגד היהודים ביולי 2491.",AFTER,AFTER,,AFTER
6852,128.11.92,128,11,92," בספר ""רועה הזאבים"", מאת אלכסנדר דיומא האב, כורת הסנדלר טיבו, אדם שאביו דאג להעניק לו חינוך ""למעלה ממעמדו"", ברית עם השטן, המופיע בדמות זאב שחור ואימתני. השטן, בהגינותו הרבה, [א1] מבהיר [/א1] מראש, כי לא יוכל להעניק לטיבו את כל הטוב שיחפוץ בו, אלא רק לדאוג לכך שכל הרע [א2] שיאחל [/א2] לזולתו אמנם יתגשם.",,BEFORE,,BEFORE
5155,27.81.591,27,81,591," לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה [א1] שהזכירה [/א1] את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם. כן [א2] הושמט [/א2] סעיף שהאשים את השניים באי-דיווח על התקרית.",BEFORE,EQUAL,,EQUAL
4553,3.5.88,3,5,88," אני מוכן, ורוצה, לשלוח את הילד שלי לירושלים עם זר פרחים ועם קופסת ממתקים, כדי להביע הוקרה ועידוד לנכד של אבא קובנר, שחטף סכין בראש מידי אותו מרצח שפל שדקר למוות שלושה יהודים בשכונת בקעה. אני רוצה שהילד שלי [א1] יסתכל [/א1] בעיניים של הילד הפגוע [א2] ויגיד [/א2] לו: ""אתה לא לבדך בירושלים, כי גם אנחנו הגרים בנווה-מונסון, אתך בלב איתן ביחד"".",BEFORE,EQUAL,BEFORE,BEFORE
3404,108.17.59,108,17,59," הליגה שלנו מתחילה להיות כמו הליגה האיטלקית, עם הרבה ניצחונות חוץ. אני [א1] בטוח [/א1] שננחל הפסדים נוספים למרות שתיאורטית, אם לא נפסיד עד סוף הליגה [א2] ונשמור [/א2] על יתרון 32 נק מול מכבי, נהיה ראשונים"".",BEFORE,BEFORE,,BEFORE
3541,69.8.66,69,8,66," ליום העיון, שעסק בתוכנית הכלכלית, הצליח המי""ל להביא כ753 איש, מה [א1] שמלמד [/א1] על ההתעניינות בנושא וברשימת המרצים המכובדת. קפכות, מנכ""ל רשות החברות הממשלתיות, [א2] שלח [/א2] השבוע ל, יו""ר דירקטוריון כי""ל, תזכורת הנוגעת למכירת השליטה בחברה.",AFTER,AFTER,,AFTER
4337,3.7.127,3,7,127," אני מוכן להעיד כי גם אבי ז""ל, שלקח אותי באוטובוס לירושלים בשנת תרצ""ח כאשר הערבים ירו על כביש באב אל-ואד, אמר לי: ""אלי! אם [א1] תשמע [/א1] יריות תתכופף, אבל אל תפחד"". ולכן אני אומר לכל ילדי ישראל: אל תפחדו! סעו לירושלים, אפילו אם [א2] יורים [/א2] או אם מתעופפים שם סכינים.",VAGUE,,,VAGUE
1257,17.27.198,17,27,198," על הממשלה בכלל, ועל ראש הממשלה בפרט, [א1] מוטלת [/א1] החובה לחזק את הרגשתם של כל העוסקים בביטחון המדינה כי עליהם לפעול בתקיפות נגד כל מי שמפר את החוק אחת היא אם מדובר בערבי או ביהודי. כוחות הביטחון צפויים לעמוד בעת מילוי תפקידם במבחן של נאמנות לעקרון השוויון בין שני העמים, כפי [א2] שקבעה [/א2] אותו מגילת העצמאות; דין העבריין היהודי אינו צריך להיות קל יותר מדין עבריין שאינו יהודי.",AFTER,AFTER,,AFTER
1493,101.9.107,101,9,107," קשרי מכבי, נימני, קלינגר, זוהר ושוהם שהחליף את מלמיליאן הפצוע, גילו עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית עלו ליתרון (91): זוהר פרץ באין מפריע באגף הימני, [א1] שילח [/א1] כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0. דקה לאחר השער שספגו [א2] נותרו [/א2] החולונים עם עשרה שחקנים, פעם רביעית בעונה זו, כשהמורחק התורן הוא אילן חכים שבעט ללא כדור באלי דריקס וראה את כרטיסו האדום של שיינר.",BEFORE,BEFORE,,BEFORE
6026,17.26.197,17,26,197," חלק מהמתפרעים קיללו שלשום לא רק ערבים ועיתונאים, אלא גם שוטרים. על הממשלה בכלל, ועל ראש הממשלה בפרט, מוטלת החובה לחזק את הרגשתם של כל העוסקים בביטחון המדינה כי עליהם לפעול בתקיפות נגד כל מי [א1] שמפר [/א1] את החוק אחת היא אם [א2] מדובר [/א2] בערבי או ביהודי.",BEFORE,AFTER,AFTER,AFTER
4950,50.0.2,50,0,2,"""גליל [א1] נפל [/א1] בידי ירושלים. חניכיו של יורם חרוש ניצחו במשחק המרכזי של המחזור ה-8 את סגן האלוף מהצפון 67 70, לאחר מאבק מורט עצבים, [א2] שנסתיים [/א2] בתקרית מכוערת מאחורי הקלעים.",,AFTER,,AFTER
5878,73.11.52,73,11,52," הוועדה המשיכה אתמול את הדיון בנושא מחירי הדלק ובפניה הופיעו ראשי משרד האוצר והאנרגיה. אחדים מהח""כים [א1] תבעו [/א1] לחייב את משרדי האוצר והאנרגיה לקבל את הסכמת הוועדה כל אימת שירצו להעלות את מחירי הדלק, בדומה [א2] לנעשה [/א2] לגבי מחירי המים.",AFTER,AFTER,,AFTER
5174,27.54.383,27,54,383," לכן פלט מהמעגל הקרוב אליו אנשים כמו יואל לרנר, אלי אדיר ויוסי דיין, שיצגו שכבה חברתית שונה מזו שעמה [א1] נמנים [/א1] רוב אנשי ""כך"". הואיל וזה היה דפוס מנהיגותו, לא צמח לו [א2] ממלא [/א2] מקום, ועם הרצחו תגווע תנועת ""כך"" לחלוטין.",BEFORE,BEFORE,,BEFORE
145,117.17.122,117,17,122," כשאתה ממתין לשיחה [א1] העוברת [/א1] דרך מרכזייה במוסד גדול, הסיכויים לכך אף רבים יותר. והשאלה הנצחית, מדוע [א2] שומעים [/א2] אותי מהעבר השני ואני חייב לחייג שוב ולפעמים שוב ושוב? לחברת ויזה יש עניין מובן לעודד את השימוש בכרטיסי אשראי, אך הפעם נדמה שהפריזו.",VAGUE,VAGUE,VAGUE,VAGUE
3756,101.9.128,101,9,128," קשרי מכבי, נימני, קלינגר, זוהר ושוהם שהחליף את מלמיליאן הפצוע, גילו עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית עלו ליתרון (91): זוהר פרץ באין מפריע באגף הימני, שילח כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0. דקה לאחר השער [א1] שספגו [/א1] נותרו החולונים עם עשרה שחקנים, פעם רביעית בעונה זו, כשהמורחק התורן הוא אילן חכים [א2] שבעט [/א2] ללא כדור באלי דריקס וראה את כרטיסו האדום של שיינר.",BEFORE,BEFORE,,BEFORE
3373,138.1.16,138,1,16," במפלגה השמרנית מסתמנת קבוצה חזקה המתכוונת להעמיד את מייקל הסלטיין כמועמד נגד מארגרט תאצר, בהתמודדות הקרובה על המנהיגות, שנקבעה ל02 בנובמבר. גורמים [א1] המקורבים [/א1] לתאצר אמרו שהיא [א2] רואה [/א2] בשר החוץ, דאגלס הרד, את יורשה במקרה של ""תקרית אוטובוס"", מונח שמשתמשים בו כדי לציין למי למסור את השלטון אם המנהיג יידרס.",,BEFORE,,BEFORE
3847,105.4.30,105,4,30," סמפדוריה (11 נק) תשמור על הפיסגה אם [א1] תנצח [/א1] כצפוי בביתה את פיזה. לשתי הדולקות אחריה עם 01 נקודות, יובנטוס ומילאן, משחקי חוץ: יובנטוס [א2] מתארחת [/א2] בבולוניה ומילאן באטאלנטה.",VAGUE,AFTER,VAGUE,VAGUE
731,26.1.12,26,1,12," ואין זה משנה אם המנחה היה ירון לונדון, שהבליט את אישיותו הטלוויזיונית, או מיכאל הנדלזלץ שהיה מסויג יותר בהבלטת אישיותו. התוכנית הזו [א1] שידרה [/א1] יומרנות תרבותית שלא [א2] הצדיקה [/א2] את עצמה, ותחושה של נחיתה בטריטוריה גבולית סמוכה.",,BEFORE,,BEFORE
5732,27.19.115,27,19,115," שפרינצק [א1] סיפר [/א1] שכאשר תהה באוזני כהנא על תבונת מהלכיו הפוליטיים, השיב לו מנהיג ""כך"" בנימה של מי שהשליחות האלוהית חזקה ממנו: ""זו דרכי, כך אני מרגיש, זה מה שנכון בעיני לעשות. מה שאני [א2] עושה [/א2] זו הפרשנות הנכונה ביותר של ההלכה"".",AFTER,VAGUE,,VAGUE
