id,document_number,window_number,pair_number,text,label
30.0.6,30,0,6,"יש כמה עסקני ספורט, בעיקר הוותיקים והמשופשפים שבהם, [א1] המתפקדים [/א1] תחת לחץ כאילו הזמן אוזל ויש להספיק לעשות הכל ומהר ובכל מחיר. הם [א2] מציירים [/א2] מטרות על הגלובוס, ואחר כך מוצאים סיבות שונות ומשונות להגיע אל המטרה.",BEFORE
34.27.160,34,27,160," התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו טוען שהאמריקאים אינם נבהלים גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות החתומות עליה), הנחישות [א1] שגילה [/א1] הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל מבין לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים. אפשר שהאמריקאים [א2] מתחילים [/א2] להבין שהאילוצים הקואליציוניים של שמיר עם הימין הקיצוני בליכוד ומחוצה לו אינם אלא רעלה שיש להסיר אותה.",AFTER
31.1.34,31,1,34," בשנת 4891 עלתה שם לשלטון מפלגת העבודה וחוללה מהפך בלתי צפוי. במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: [א1] הוחלה [/א1] רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד [א2] וניתן [/א2] חופש פעולה מונטרי לבנק המרכזי.",EQUAL
34.22.93,34,22,93," אף שארה""ב התנגדה מאז ומתמיד לצעדי הסיפוח של ישראל, היא לא השכילה להבין כי [א1] בהטילה [/א1] שוב ושוב וטו על החלטות האו""ם, היא מרגילה את הציבור הישראלי להאמין שאפשר להשליך הצדה את הצהרותיה באותו עניין עצמו. בהרצאה שנשא בחודש מארס [א2] טען [/א2] פרופסור יהושפט הרכבי כי בכך איפשרה ארה""ב לממשלות ישראל ולציבור בארץ לבצע משגים, שיום אחד הם אלה שייאלצו לשלם את המחיר בעבורם.",BEFORE
42.1.16,42,1,16," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו [א1] אמר [/א1] שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א2] ומביעה [/א2] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",AFTER
29.6.14,29,6,14, התכונה באשדוד לדרבי המסקרן מחר החלה כבר לפני זמן רב [א1] והגיעה [/א1] השבוע לשיאה. אלפי כרטיסים [א2] נמכרו [/א2] וההתעניינות לא נותרה רק באשדוד.,AFTER
33.28.95,33,28,95," ואילולא [א1] נתפסה [/א1] ביהירותה המעצמתית לאשליה כי היא מסוגלת לתכנן מראש מי ומה יבואו בעיראק במקום סדאם חוסיין וקלגסיו, אפשר שהגנרל היה משתחרר מתהיותיו, ואולי אפילו מזכיר המדינה היה חדל לרקוד בשתי חתונות. אך לפני הכל ארה""ב חייבת להבהיר לעצמה לשם מה [א2] הקימה [/א2] את העולם על רגליו, ולהשגתה של איזו מטרה שלחה למפרץ צבא, שמבחינת כוח האש הנישא בכליו שם בכיסו הקטן את כל צבאות הברית במלחמת העולם השנייה.",BEFORE
8.5.64,8,5,64," מזכירות איגוד הפועלים החקלאיים [א1] אישרה [/א1] אתמול נקיטת עיצומים אם עד סוף השבוע הבא לא יושג הסכם שכר לשנתיים הבאות, במסגרתו יועלה שכר העובדים ב20%. הסכם השכר [א2] פג [/א2] באפריל.",AFTER
54.20.101,54,20,101," העניין לא יצא אל הפועל, ולפיכך, [א1] זעם [/א1] השבוע ביבי, לאחר שנודע לו שאגודת ישראל תקבל שני סגני שרים במשרד העבודה והרווחה, וכי לו לא נמצא מקום במשרד זה. סיעת המפד""ל [א2] תבעה [/א2] שלשום מראש הממשלה למצוא תפקיד לביבי באחד המשרדים העבודה, התעשייה או הביטחון.",BEFORE
56.3.17,56,3,17," במהלכו ייצאו המשתתפים לצעדת הזדהות עם מדינת ישראל ברחובות ירושלים [א1] וייפגשו [/א1] עם נשיא המדינה, שר התיירות וחברי כנסת. מנכ""ל החברה לפיתוח מזרח ירושלים, יצחק יעקבי, השתתף בשבוע שעבר במסע הסברה [א2] שאורגן [/א2] על-ידי מנהל לשכת התיירות הממשלתית של ישראל בשיקאגו, אמנון ליפצין.",AFTER
98.3.21,98,3,21," אולם 25% מן הקולות בהם [א1] זכתה [/א1] בסיבוב השני של הבחירות, המבוססות על שיטה מסובכת למדי, משקפים הרבה מעבר לכוחן של שתי המפלגות גם יחד. [א2] נראה [/א2] כי רובינסון זכתה בכהונה במיוחד בזכות קולות הנשים.",BEFORE
133.33.116,133,33,116," תנועות אלה [א1] דוגלות [/א1] בחלוקתה של איטליה לשלושה אזורים אוטונומיים (צפון, מרכז ודרום) ובהקמתה של מעין קונפדרציה במקום הארגון הממלכתי הנוכחי. בדרך זו [א2] יסופקו [/א2] רבים מאנשי המחוזות הבריאים יחסית, וכן אנשי הפשע שיקימו בדרום מעין מדינה משלהם.",BEFORE
128.27.143,128,27,143," אחרי שיחה נזעמת בארבע עיניים הגיעו דיומא והמו""ל להסכם שכר חדש. טיב ההסכם לא נודע, אך הגיבור [א1] המגמגם [/א1] [א2] מת [/א2] מיתה משונה עוד באותו פרק.",BEFORE
124.11.18,124,11,18," נוסף לכך, ""הנשים אינן [א1] מדברות [/א1] אצל הרופא"". הן יושבות לעתים קרובות בראש [א2] מורכן [/א2] ובעיניים מושפלות.",VAGUE
122.0.3,122,0,3,"תשורת המשך אשר לה תנאים [א1] הניתנים [/א1] לחוסכים ותיקים בלבד"", כותב סניף מסניפי בנק לאומי ללקוחה, שתוכנית החיסכון צמודת-המדד שלה עמדה לפידיון בחודש [א2] שעבר [/א2] (אוקטובר). בהמשך נאמר, בין השאר, כי ""מועדי היציאה הגמישים של כוח תשורת המשך הופכים את התוכנית לאטרקטיווית"".",VAGUE
56.5.35,56,5,35," יעקבי התראיין בכלי התקשורת המקומיים, ואחד הראיונות לשדר גים וורן מרשת וו-אם-בי-אי הועבר ל061 תחנות רדיו ברחבי ארה""ב. לפי הדיווחים, [א1] השתתפו [/א1] עשרות אנשים בכל אחד מן הסמינרים שנערכו במסגרת מסע ההסברה לסוכני נסיעות, לכמרים, למנהיגי קהילות דתיות ולמנהיגי קהילות אתניות בשיקאגו [א2] יוצאי [/א2] פולין, יוון ואיטליה.",AFTER
2.0.0,2,0,0,"מאמרו של תום שגב, ""הקרב על סן סימון היה או לא היה"" (""הארץ"" 105), [א1] הגיע [/א1] לידי רק בימים אלה. למרות [א2] שחלפו [/א2] מאז 24 שנה, ולמרות שאירועי ימים אלה אולי מאפילים על כל דבר אחר, אני מרגיש חובה בשמם של החללים, הפצועים ולוחמי הקרב הזה, כאחד שהיה שם, להתייחס למאמר.",AFTER
22.8.31,22,8,31," ""א-נהאר"" חזר והדפיס עכשיו, לאחר הרצח, את הראיון המקורי. כהנא [א1] אומר [/א1] בו לערבים שהוא איננו [א2] שונא [/א2] אותם.",AFTER
34.26.155,34,26,155," נהפוך הוא: ככל שחולף הזמן ירבו ההתנחלויות היהודיות ויגבר הפונדמנטליזם האיסלמי. התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו טוען שהאמריקאים אינם נבהלים גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות [א1] החתומות [/א1] עליה), הנחישות שגילה הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל [א2] מבין [/א2] לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים.",VAGUE
22.10.59,22,10,59," הוא אוהב יהודים [א1] ומבין [/א1] בהחלט שהערבים מתעבים את היהודים, ורואים בהם זרים שבאו להשתלט על ארצם ועל אדמתם. ""כיהודי מאמין אני עושה את מה [א2] שמצווה [/א2] עלי התורה ואת מה שדורש ממני אלוהים"", אמר כהנא.",VAGUE
133.39.157,133,39,157," רק כפרים ספורים [א1] הקימו [/א1] את הריסותיהם ובנו תשתית כלכלית לפי התוכניות. ברוב המקומות טרם פונו כל ההריסות, ועשרות אלפי אנשים [א2] גרים [/א2] עדיין בצריפונים.",AFTER
124.16.55,124,16,55," ילדות ונערות טורקיות המאושפזות במחלקות פסיכיאטריות סובלות לא אחת מהתקפים של תוקפנות עצמית. הן תולשות את שיערן [א1] ובולעות [/א1] מחטים, רבות [א2] ניסו [/א2] להתאבד.",AFTER
26.0.3,26,0,3,"עוד בימיו של ""סוף ציטוט"" ליוותה אותי תחושה של החמצה. ואין זה [א1] משנה [/א1] אם המנחה היה ירון לונדון, [א2] שהבליט [/א2] את אישיותו הטלוויזיונית, או מיכאל הנדלזלץ שהיה מסויג יותר בהבלטת אישיותו.",AFTER
34.16.57,34,16,57," התנהגותם מזכירה פוליטיקאים ישראלים (ביניהם כאלה הלועגים היום לחיזור האמריקאי אחרי הקואליציה הערבית) [א1] זוללי [/א1] שרימפס, החובשים כיפה על ראשם ומשחרים לפתחם של רבנים אנטי-ציונים. משבר המפרץ [א2] מלמד [/א2] את האמריקאים, בדרך הקשה, את כללי המשחק באזור הזה.",BEFORE
92.10.34,92,10,34," עם זאת, נמנעו חברות הביטוח מלנקוט בצעדים נגד הסוכנות בגלל היקפי ביטוח חיים הגדולים שסוכנות זו מוכרת. באחרונה הגיעה הקרן להסכם עם אחד המפעלים הגדולים המתמחים בתעשייה עתירת-ידע, לפיו 1,000 [א1] העובדים [/א1] בו [א2] יצטרפו [/א2] לקרן.",BEFORE
2.1.7,2,1,7," למרות [א1] שחלפו [/א1] מאז 24 שנה, ולמרות שאירועי ימים אלה אולי מאפילים על כל דבר אחר, אני מרגיש חובה בשמם של החללים, הפצועים ולוחמי הקרב הזה, כאחד שהיה שם, להתייחס למאמר. קטעי המאמר העוסקים בקרב עצמו, ושרק אליהם אתייחס, [א2] מאופיינים [/א2] בחוסר היגיון ובסילוף עובדות, ומעידים על הכותב כי הוא משולל הבנה טקטית מינימלית וניסיון קרבי משמעותי.",BEFORE
54.5.24,54,5,24," העניין [א1] עורר [/א1] את חמתו של לוי, ולפני כחודש הוא התפרץ, באירוע חברתי, על אורי שני, יו""ר עמידר ומקורבו של שרון. לוי זעם [א2] וקרא [/א2] בקול ""אם תגעו בסלוצקי תהיה מלחמת עולם"".",BEFORE
100.15.10,100,15,10," בתחרות לזוגות [א1] ניצחו [/א1] ויידנפלד ועמית נאור את מרנשטיין ואורן מוטווסל 62, 64. קפספקו עולה מבריה""ם קבע בשבת הישג טוב ב-8 נקודות מהשיא הלאומי באקדח אוויר לאחר [א2] שצבר [/א2] 775 נקודות (השיא הקודם: רוני מנדלמן 965 נקודות).",VAGUE
54.8.47,54,8,47," בכירים במחנה לוי, שראו כיצד [א1] מתייחס [/א1] שרון אל סלוצקי, הביעו כעס רב על שר החוץ, ש""נטש חלק מנאמני המחנה המכהנים במשרות בכירות בחברות השיכון הממשלתיות ובמשרד השיכון"" כדבריהם. הם טענו כי מעמדם נמצא עתה בסכנה, עקב קירבתם ללוי, וכי שר החוץ עצמו אינו [א2] נחלץ [/א2] להגן עליהם.",BEFORE
100.17.14,100,17,14, מובשוביץ [א1] הקדים [/א1] את גרי ארמיסט מתל אביב ב-01 נקודות. קפספקו מאיילות [א2] ניצח [/א2] במירוץ סיני לזכר דורון סגל שנפל במבצע סיני.,VAGUE
128.8.65,128,8,65," האב לא איבד את שלוות רוחו, שלח אצבע ארוכה לעבר בנו, וקרא: ""יש לי רק יצירה אחת גרועה ממנה, וזה אתה"". דיומא הבן המתין בסבלנות עד [א1] שיגוועו [/א1] גלי הצחוק [א2] שמילאו [/א2] את האולם.",AFTER
54.40.234,54,40,234," בישיבה הוחלט כי המשרד לאיכות הסביבה ישלם למשרד התעשייה והמשרד חצי מיליון ש""ח עבור מרכזיית הטלפונים של תמ""ס [א1] שתועבר [/א1] יחד עם המבנה לרשות המשרד לאיכות הסביבה. מרינוב [א2] זעם [/א2] על ההחלטה, ובמשרד לאיכות הסביבה טענו כי לא ימלאו אותה.",AFTER
2.9.67,2,9,67," אכן, כך עשתה חטיבת ""הראל"". היא [א1] כבשה [/א1] תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה [א2] שהתנהל [/א2] בתוך המנזר (קרב מגננה מיועד לשבירת כוחות חזקים ממך).",BEFORE
54.26.135,54,26,135," ח""כ ראובן ריבלין, [א1] שהתמודד [/א1] על התפקיד, ביקש לפחות להתמנות כחבר בוועדת חוץ וביטחון, בעקבות פינוי מקום לסיעה בוועדה זו בשל פרישתו של הח""ך לשעבר זלמן שובל, אך הסיעה החליטה לדחות את ההחלטה בעניין. ח""כים אחדים טענו בהנהלת הסיעה כי ריבלין פסול כחבר בוועדת חוץ וביטחון מפני שלא [א2] השתתף [/א2] השבוע בהצבעה במליאת הכנסת על הסרת חסינותו של ח""כ מוחמד מיעארי.",VAGUE
34.21.75,34,21,75," ואולם, המקרה של 1791 הוא בבחינת היוצא מהכלל שאינו [א1] מעיד [/א1] על הכלל. אף שארה""ב התנגדה מאז ומתמיד לצעדי הסיפוח של ישראל, היא לא [א2] השכילה [/א2] להבין כי בהטילה שוב ושוב וטו על החלטות האו""ם, היא מרגילה את הציבור הישראלי להאמין שאפשר להשליך הצדה את הצהרותיה באותו עניין עצמו.",AFTER
92.1.3,92,1,3," קרן זו, שפעלה בעבר בשם ""העל"", [א1] נוסדה [/א1] על-ידי הסתדרות העובדים הלאומיים. בשנים האחרונות הקרן כמעט ולא פעלה, עד שניהולה [א2] הועבר [/א2] לידי מנהלי סוכנות הביטוח סימון את ויזל, שנחשבת לגדולה בארץ בענף ביטוח החיים.",BEFORE
31.16.175,31,16,175," סלע מחלוקת עיקרי במשא ומתן הוא העתקת הסכמי השכר לחברות ממשלתיות. תשלום תוספות שאינן [א1] מעוגנות [/א1] ברווחיות [א2] ישפיע [/א2] לרעה על חברות ממשלתיות לא מעטות, ועלול להקרין גם על חברות לא-ממשלתיות.",BEFORE
124.20.72,124,20,72, אישה בת 24 באה למרפאה שם התלמדה בתה בת ה91 כאסיסטנטית רפואית וניסתה לדקור אותה בסכין לחם. הנערה [א1] סירבה [/א1] לעטות מטפחת ראש ושכנים [א2] כינו [/א2] אותה זונה.,BEFORE
96.2.20,96,2,20," התאחדות הקבלנים ביקשה מהקבלנים ומחברות הבנייה להצהיר לגבי היקף הבנייה אותה [א1] מבקשים [/א1] הם לבצע בדרך של בנייה יזומה על קרקעות אשר יוקצו להם על-ידי משרד השיכון, או במסגרת של בנייה תקציבית שתהווה אחד מן המסלולים שיופעלו על-ידי המשרד. בפנייתו לחברי ההתאחדות [א2] אומר [/א2] נשיא הקבלנים, מרדכי יונה, כי הדרך של פנייה מרוכזת של החברים דרך ההתאחדות מבטיחה ליווי צמוד לכל בקשה עד מילויה.",BEFORE
33.6.14,33,6,14," כובש לבבות יותר לדקלם כמה חשוב להגן על זכויות אזרח, להתנגד לכיבוש צבאי וכיוצא באלה מה שכאילו הזמין את סדאם חוסיין לטפלל את דעת הקהל באמצעות בני הערובה. היו שהדם [א1] עלה [/א1] לראשם כאשר [א2] שמעו [/א2] את הנשיא בוש מותח גזירה שווה בין סדאם לבין היטלר.",AFTER
34.25.118,34,25,118," לדעתו, דחייה לא [א1] תשפר [/א1] את המצב. נהפוך הוא: ככל [א2] שחולף [/א2] הזמן ירבו ההתנחלויות היהודיות ויגבר הפונדמנטליזם האיסלמי.",AFTER
100.16.13,100,16,13," קפספקו עולה מבריה""ם קבע בשבת הישג טוב ב-8 נקודות מהשיא הלאומי באקדח אוויר לאחר [א1] שצבר [/א1] 775 נקודות (השיא הקודם: רוני מנדלמן 965 נקודות). מובשוביץ [א2] הקדים [/א2] את גרי ארמיסט מתל אביב ב-01 נקודות.",VAGUE
96.1.14,96,1,14," מעריכים כי פוטנציאל הביקוש של הקבלנים וחברות הבנייה להשתלבות בעבודות הבנייה להיקפים של כ5405 אלף יחידות-דיור. התאחדות הקבלנים ביקשה מהקבלנים ומחברות הבנייה להצהיר לגבי היקף הבנייה אותה [א1] מבקשים [/א1] הם לבצע בדרך של בנייה יזומה על קרקעות אשר יוקצו להם על-ידי משרד השיכון, או במסגרת של בנייה תקציבית שתהווה אחד מן המסלולים [א2] שיופעלו [/א2] על-ידי המשרד.",BEFORE
92.5.17,92,5,17, במקביל לכך הקרן משקיעה את כספי החברים באגרות חוב של האוצר המיועדות לקרנות פנסיה [א1] והנושאות [/א1] ריבית גבוהה מזו של חברות הביטוח. הקרן גם מאפשרת למבוטח להחליט אם ברצונו בפנסיית זיקנה בלבד או פנסיה מקיפה [א2] הכוללת [/א2] גם ביטוח נכות ושארים.,BEFORE
124.25.97,124,25,97," כעבור זמן מה סיפרה הבת שבגיל תשע תפרה האם את שפתות אבר המין שלה, כיוון שהילדה [א1] איחרה [/א1] לחזור הביתה יום אחד. הילדה פחדה פחד מוות שהאם [א2] תחזור [/א2] על המעשה.",VAGUE
54.12.67,54,12,67," גרינשטיין, [א1] המכהן [/א1] כסגן ראש עיריית בני ברק, הוא חבר מרכז הליכוד. באחרונה [א2] מינה [/א2] שרון את חבר מרכז הליכוד, חיים באשרי, כסמנכ""ל ""לורם"".",BEFORE
133.47.182,133,47,182," דא מיטה, שמונה שנים מזכיר מפלגתו ופעמיים ראש ממשלה, [א1] הפסיד [/א1] במרוצת השנתיים האחרונות את שני התפקידים האלה. אם ינצח במשאל-העם על שיטת הבחירות, לא זו בלבד שהשפעתו תגדל וידידיו במפלגה הקומוניסטית ייהנו מהשינוי, אלא שהוא [א2] יצליח [/א2] להחליש במידה ניכרת את יריבו הגדול, קראקסי, מזכיר המפלגה הסוציאליסטית, השלישית בגודלה באיטליה, שהשפעתה היא מעל ומעבר לכוחה בפרלמנט.",BEFORE
34.26.147,34,26,147," נהפוך הוא: ככל שחולף הזמן ירבו ההתנחלויות היהודיות ויגבר הפונדמנטליזם האיסלמי. התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו [א1] טוען [/א1] שהאמריקאים אינם [א2] נבהלים [/א2] גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות החתומות עליה), הנחישות שגילה הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל מבין לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים.",AFTER
126.2.5,126,2,5," סמינר אחד מתמקד בצמחייה של המקום, ואחר בחי. הילדים [א1] משתתפים [/א1] בפעילות היומית של עובדי העיצוב והתכנון [א2] ומבלים [/א2] גם בחדרי הלימוד של אוניברסיטת דיסני.",BEFORE
115.6.28,115,6,28," מכבי פ""ת ממשיך לאבד נקודות רק 1 1 עם מכבי יפו [א1] וירד [/א1] למקום החמישי. בית""ר נתניה [א2] ניצח [/א2] 2 0 את מכבי עכו ועלה מן המקום העשירי לשישי.",VAGUE
48.8.98,48,8,98," סל רדף סל ובדקה ה-83 הורה לוח התוצאות על שוויון 18, 75 שניות לסיום היה להפועל יתרון 77 79, [א1] וכשנותרה [/א1] שנייה לסיום נשרקה עבירה טכנית לזכות קרטר מרמת גן והוא הישווה בשתי זריקות עונשין. הוצאת הכדור בידי רמת גן שנייה לסיום לא שינתה דבר והקבוצות [א2] התייצבו [/א2] להארכה.",BEFORE
31.11.160,31,11,160," יתר על כן, במגזר העסקי בוצעו בשנים האחרונות פיטורי ייעול בהיקף של רבבות עובדים, דבר שקשה היה להעלותו על הדעת בעבר. גם הסדרי השכר [א1] הגיבו [/א1] אמנם בפיגור מסוים על המיתון [א2] שהשתרר [/א2] במשק החל מ7891.",AFTER
111.7.62,111,7,62," בית""ר ת""א נסוג למקום השלישי אחרי [א1] שנחל [/א1] הפסד ראשון להפועל תל אביב, שהיה זה ניצחון הבכורה שלו (1 0) משער של יוסי אבוקסיס. מכבי תל אביב [א2] השיג [/א2] את ניצחונו השני, הפעם על צפרירים בחולון, רק 21 אבל מספיק כדי להעלות את המוראל ולהגביר את התחושה שעם שני הניצחונות הרצופים תחל התקופה הוורודה שהאוהדים כך מייחלים לה.",VAGUE
131.19.51,131,19,51," אני חייב להודות, שהלהט הציוני [א1] שאחז [/א1] בהם הקרין גם עלי, הצבר מלידה, ומילא לי את המצברים לתקופה ארוכה. יש להרבות בסיורים אלה [א2] התורמים [/א2] רבות להיקלטות טובה בארץ.",AFTER
124.15.42,124,15,42," כמעט כל הילדים בגילאי בית-ספר הבאים למשרד לייעוץ משפחתי בוואדינגר [א1] סובלים [/א1] מהרטבת לילה, אומר טקבסארן. ילדות ונערות טורקיות [א2] המאושפזות [/א2] במחלקות פסיכיאטריות סובלות לא אחת מהתקפים של תוקפנות עצמית.",VAGUE
128.11.82,128,11,82," בספר ""רועה הזאבים"", מאת אלכסנדר דיומא האב, [א1] כורת [/א1] הסנדלר טיבו, אדם שאביו דאג להעניק לו חינוך ""למעלה ממעמדו"", ברית עם השטן, המופיע בדמות זאב שחור ואימתני. השטן, בהגינותו הרבה, [א2] מבהיר [/א2] מראש, כי לא יוכל להעניק לטיבו את כל הטוב שיחפוץ בו, אלא רק לדאוג לכך שכל הרע שיאחל לזולתו אמנם יתגשם.",AFTER
122.1.20,122,1,20," בהמשך נאמר, בין השאר, כי ""מועדי היציאה הגמישים של כוח תשורת המשך הופכים את התוכנית לאטרקטיווית"". להלן [א1] הודיע [/א1] הבנק ללקוחה כי [א2] יעביר [/א2] את הכספים שהצטברו לזכותה, כולל כל ההטבות, לתוכנית חדשה (""כוח תשורת המשך""), כאשר המדד היסודי לגבי התוכנית החדשה יהיה המדד שיפורסם בגין אוקטובר 0991.",BEFORE
33.27.90,33,27,90," בעייתה של ארה""ב והדבר אמור במשנה תוקף לגבי יתר ארצות המערב לא נעוצה בחוסר יכולת, במונחי עוצמה, להעמיד את עיראק במקומה. ואילולא [א1] נתפסה [/א1] ביהירותה המעצמתית לאשליה כי היא מסוגלת לתכנן מראש מי ומה יבואו בעיראק במקום סדאם חוסיין וקלגסיו, אפשר שהגנרל היה [א2] משתחרר [/א2] מתהיותיו, ואולי אפילו מזכיר המדינה היה חדל לרקוד בשתי חתונות.",BEFORE
31.2.47,31,2,47," במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא [א1] הנהיגה [/א1] ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי. שוחרי השוק החופשי ותומכי ההתערבות הממשלתית גם יחד התבוננו בהשתאות אל הנעשה בארץ הקיווי: האם [א2] תגשים [/א2] דווקא מפלגה סוציאל-דמוקרטית את חזונו של מילטון פרידמן? בחודש שעבר, כתום קרוב לשש שנות שלטון, בעטו בוחרי ניו-זילנד במפלגת העבודה, והחזירו לשלטון את המפלגה השמרנית.",BEFORE
96.2.22,96,2,22," התאחדות הקבלנים ביקשה מהקבלנים ומחברות הבנייה להצהיר לגבי היקף הבנייה אותה מבקשים הם לבצע בדרך של בנייה יזומה על קרקעות אשר [א1] יוקצו [/א1] להם על-ידי משרד השיכון, או במסגרת של בנייה תקציבית שתהווה אחד מן המסלולים שיופעלו על-ידי המשרד. בפנייתו לחברי ההתאחדות [א2] אומר [/א2] נשיא הקבלנים, מרדכי יונה, כי הדרך של פנייה מרוכזת של החברים דרך ההתאחדות מבטיחה ליווי צמוד לכל בקשה עד מילויה.",AFTER
82.1.4,82,1,4," מרבית סעיפי ההסכם כבר סוכמו, והוא [א1] ייחתם [/א1] ככל הנראה בשבוע הבא. האוצר תובע מההסתדרות להתחייב לשקט תעשייתי בתקופת ההסכם לא רק על הנושאים [א2] הקשורים [/א2] בו במישרין, אלא אם גם על נושאים ייחודיים עליהם הוכרזו סכסוכי עבודה, כגון תביעות עובדי משרד הקליטה ומשרד החוץ.",AFTER
126.5.15,126,5,15," סמינר ממושך מקצועי יותר החל השנה, [א1] ונערך [/א1] שלושה ימים. בנוסף להכרת הסביבה, [א2] ילמדו [/א2] המשתתפים את סודות הניהול של המקום, ויישמו את חלקם בשטח.",BEFORE
34.4.24,34,4,24," אף על פי כן נזהרו הצלמים שלא להגביה את מצלמותיהם מעל קרסוליהן של השחקניות, והתרכזו בתשואות ובשריקות העידוד של החיילים מוכי השיעמום [א1] שזכו [/א1] למנת בידור צנועה. למחרת היום [א2] צילצל [/א2] הטלפון בלשכתו של מפקד הכוחות האמריקאיים, הגנרל שוורצקוף.",BEFORE
120.11.32,120,11,32," עותקים בודדים, או חלקים מאלבום, ניתנים למוסדות תרבות שונים או [א1] נתרמים [/א1] למטרות איסוף כספים. התערוכה [א2] מוצגת [/א2] בבית אריאלה עד ה52.",VAGUE
54.48.269,54,48,269," עכשיו כשפרץ במלוא עוצמתו הסכסוך עם העובדים [א1] עומדים [/א1] רוב חברי ההנהלה מן הצד ואינם מתערבים, טוענים העובדים. ובינתיים ממשיך ועד העובדים להמטיר על חבריו חוזרים [א2] המופנים [/א2] נגד ההנהלה.",AFTER
122.32.417,122,32,417," סוכנות פטרולגז בכפר סבא, ""ביגז"", אולי לא [א1] המציאה [/א1] את השיטה, אבל בגינה נודע לי על כך לראשונה: איך לאפשר ללקוח הפורע חשבון לשלם שתי עמלות לבנק, במקום אחת. מונח לפני חשבון של סוכנות זו על אספקת גז לצרכן, [א2] הכולל [/א2] סעיף ""חיוב בגין תשלום בבנק 1.",BEFORE
2.2.20,2,2,20," קטעי המאמר העוסקים בקרב עצמו, ושרק אליהם אתייחס, [א1] מאופיינים [/א1] בחוסר היגיון ובסילוף עובדות, ומעידים על הכותב כי הוא משולל הבנה טקטית מינימלית וניסיון קרבי משמעותי. וכעת לעובדות המצוטטות: כותרת המאמר, ""הקרב על סן סימון: היה לא היה"", [א2] מרמזת [/א2] כי ייתכן שבמנזר כלל לא התנהל קרב.",VAGUE
133.17.39,133,17,39," הנער [א1] חוסל [/א1] בידי נער אחר בן 61 הקשור במאפיה. מול הפשע הזה [א2] עומד [/א2] ממשל, שחלק ממנהיגיו נהנה ישירות או בעקיפין מהמצב הזה.",AFTER
8.4.55,8,4,55," רייזמן [א1] מציע [/א1] שהממשלה תסבסד מחצית מעלות העסקתם של העולים בקטיף. מזכירות איגוד הפועלים החקלאיים [א2] אישרה [/א2] אתמול נקיטת עיצומים אם עד סוף השבוע הבא לא יושג הסכם שכר לשנתיים הבאות, במסגרתו יועלה שכר העובדים ב20%.",AFTER
98.1.10,98,1,10," מרי רובינסון, פרקליטה בת 64, [א1] שנבחרה [/א1] לנשיאת אירלנד ביום חמישי בלילה, קבעה תקדימים בתחומים רבים: היא האישיות הראשונה שנבחרה לכהונה זו שאינה נמנית עם המפלגה השלטת, היא האשה הראשונה בתפקיד, והיא הנשיא הצעיר ביותר שנבחר אי-פעם ברפובליקה האירית. רובינסון [א2] נתמכה [/א2] רשמית על ידי שתי מפלגות שמאל הלייבור והוורקרס כלומר מפלגת העבודה והסוציאליסטים.",AFTER
