Unnamed: 0,id,document_number,window_number,pair_number,text,hadar,shir,curated,label
5582,37.7.30,37,7,30," ניצחון יבטיח לה יתרון בן 4 נקודות, לפחות, בפיסגה. יריבתה העיקרית ארסנל [א1] תיתקל [/א1] בקשיים בדרבי הלונדוני נגד קריסטל פאלאס, [א2] המדורגת [/א2] רביעית.",AFTER,AFTER,,AFTER
5679,37.8.32,37,8,32," יריבתה העיקרית ארסנל [א1] תיתקל [/א1] בקשיים בדרבי הלונדוני נגד קריסטל פאלאס, המדורגת רביעית. טוטנהאם, המפגרת ב-5 נקודות אחרי ארסנל במקום השלישי, [א2] תארח [/א2] את ווימבלדון.",VAGUE,VAGUE,,VAGUE
5688,37.8.31,37,8,31," יריבתה העיקרית ארסנל [א1] תיתקל [/א1] בקשיים בדרבי הלונדוני נגד קריסטל פאלאס, המדורגת רביעית. טוטנהאם, [א2] המפגרת [/א2] ב-5 נקודות אחרי ארסנל במקום השלישי, תארח את ווימבלדון.",AFTER,AFTER,,AFTER
6006,37.14.44,37,14,44,", סנדרלנד קובנטרי, אסטון וילה נוטינגהאם, דרבי מנצסטר יונייטד. יהיה מיפגש המוקד בין האלופה גלאזגו ריינגרס למוליכה דנדי יונייטד, שתי קבוצות [א1] שנחלו [/א1] שלשום אכזבות בגביעי אירופה (דנדי יונייטד [א2] הובסה [/א2] בביתה 0 4 בידי ארנהם מהולנד וריינגרס סיימה רק 11 בבית עם הכוכב האדום בלגראד).",EQUAL,AFTER,,AFTER
6177,37.0.5,37,0,5,"לונדון (רויטר). מרכז הכובד של הליגה האנגלית עובר השבת מהצמרת לתחתית, מהמובילה ליוורפול ליריבתה העירונית אוורטון, [א1] המדורגת [/א1] 71 [א2] ומנסה [/א2] להיחלץ מהמצוקה בהנהגת מנהלה החדש-ישן הווארד קנדל.",BEFORE,BEFORE,,BEFORE
6218,37.9.38,37,9,38," טוטנהאם, המפגרת ב-5 נקודות אחרי ארסנל במקום השלישי, [א1] תארח [/א1] את ווימבלדון. פיטר ריד הוותיק, [א2] שהחליף [/א2] זמנית את קולין הארווי, יוביל ביום א את מנצסטר סיטי למשחק החוץ שלה בלידס.",AFTER,AFTER,,AFTER
6288,37.2.19,37,2,19," הוא פרש מתפקידו במנצסטר סיטי רק לפני שלושה ימים, כדי להחליף את קולין הארווי שישמש מעתה סגנו. קנדל, ""המשיח החדש"" בעיני אוהדי אוורטון, [א1] יחל [/א1] במיבצע ההצלה במשחק חוץ שיהיה מחר נגד [א2] סוגרת [/א2] הטבלה, שפילד יונייטד, עדיין ללא ניצחון.",AFTER,AFTER,,AFTER
6696,37.8.33,37,8,33," יריבתה העיקרית ארסנל תיתקל בקשיים בדרבי הלונדוני נגד קריסטל פאלאס, [א1] המדורגת [/א1] רביעית. טוטנהאם, [א2] המפגרת [/א2] ב-5 נקודות אחרי ארסנל במקום השלישי, תארח את ווימבלדון.",VAGUE,VAGUE,,VAGUE
6779,37.5.25,37,5,25," בתקופת הזוהר שלה [א1] הוביל [/א1] אותה קנדל לשתי אליפויות ליגה, לזכיה בגביע האנגלי ובגביע אירופה למחזיקות גביע. המשימה של ליוורפול, נגד לוטון באנפילד, [א2] נראית [/א2] קלה ופשוטה יותר על אף היעדרו הצפוי של גון בארנס הפצוע.",BEFORE,BEFORE,,BEFORE
7256,37.0.2,37,0,2,"לונדון (רויטר). מרכז הכובד של הליגה האנגלית [א1] עובר [/א1] השבת מהצמרת לתחתית, מהמובילה ליוורפול ליריבתה העירונית אוורטון, המדורגת 71 [א2] ומנסה [/א2] להיחלץ מהמצוקה בהנהגת מנהלה החדש-ישן הווארד קנדל.",AFTER,AFTER,,AFTER
243,42.1.17,42,1,17," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן [א1] מתייחסת [/א1] בחומרה רבה [א2] ומביעה [/א2] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,BEFORE,,BEFORE
306,42.0.2,42,0,2,"מרכז הפועל [א1] אוסר [/א1] על שחקני הפועל בית שאן להופיע עם סרט שחור (לזכרו של מאיר כהנא) במשחק עם הפועל אום אל-פאחם בליגה א מחוז צפון, שיהיה השבת. מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם [א2] יועמדו [/א2] לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל.",,BEFORE,,BEFORE
716,42.2.27,42,2,27," קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, [א1] הודיעו [/א1] שהשחקנים [א2] שנטלו [/א2] עליהם יוזמה אישית, בניגוד לדעת ההנהלה, יועמדו לבירור משמעתי.",,AFTER,,AFTER
885,42.1.8,42,1,8," מנכ""ל הפועל יעקב אבימור [א1] הבהיר [/א1] אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א2] ומביעה [/א2] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
1113,42.1.13,42,1,13," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם [א1] יועמדו [/א1] לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן [א2] מתייחסת [/א2] בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
1177,42.1.15,42,1,15," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו [א1] אמר [/א1] שהנהלת הפועל בית שאן [א2] מתייחסת [/א2] בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
1295,42.0.1,42,0,1,"מרכז הפועל [א1] אוסר [/א1] על שחקני הפועל בית שאן להופיע עם סרט שחור (לזכרו של מאיר כהנא) במשחק עם הפועל אום אל-פאחם בליגה א מחוז צפון, שיהיה השבת. מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים [א2] יממשו [/א2] את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל.",,BEFORE,,BEFORE
1734,42.2.23,42,2,23," קבלו אמר שהנהלת הפועל בית שאן [א1] מתייחסת [/א1] בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, הודיעו שהשחקנים שנטלו עליהם יוזמה אישית, בניגוד לדעת ההנהלה, [א2] יועמדו [/א2] לבירור משמעתי.",,BEFORE,,BEFORE
1914,42.2.24,42,2,24," קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א1] ומביעה [/א1] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, [א2] הודיעו [/א2] שהשחקנים שנטלו עליהם יוזמה אישית, בניגוד לדעת ההנהלה, יועמדו לבירור משמעתי.",,BEFORE,,BEFORE
1918,42.0.3,42,0,3,"מרכז הפועל אוסר על שחקני הפועל בית שאן להופיע עם סרט שחור (לזכרו של מאיר כהנא) במשחק עם הפועל אום אל-פאחם בליגה א מחוז צפון, שיהיה השבת. מנכ""ל הפועל יעקב אבימור [א1] הבהיר [/א1] אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים [א2] יממשו [/א2] את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל.",,BEFORE,,BEFORE
2157,42.1.7,42,1,7," מנכ""ל הפועל יעקב אבימור [א1] הבהיר [/א1] אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן [א2] מתייחסת [/א2] בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
3047,42.1.16,42,1,16," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו [א1] אמר [/א1] שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א2] ומביעה [/א2] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
3367,42.1.12,42,1,12," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם [א1] יועמדו [/א1] לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו [א2] אמר [/א2] שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
3728,42.0.4,42,0,4,"מרכז הפועל אוסר על שחקני הפועל בית שאן להופיע עם סרט שחור (לזכרו של מאיר כהנא) במשחק עם הפועל אום אל-פאחם בליגה א מחוז צפון, שיהיה השבת. מנכ""ל הפועל יעקב אבימור [א1] הבהיר [/א1] אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם [א2] יועמדו [/א2] לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל.",,BEFORE,,BEFORE
3882,42.1.9,42,1,9," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים [א1] יממשו [/א1] את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו [א2] אמר [/א2] שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
4076,42.2.20,42,2,20," קבלו [א1] אמר [/א1] שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, הודיעו שהשחקנים שנטלו עליהם יוזמה אישית, בניגוד לדעת ההנהלה, [א2] יועמדו [/א2] לבירור משמעתי.",,BEFORE,,BEFORE
4115,42.2.21,42,2,21," קבלו אמר שהנהלת הפועל בית שאן [א1] מתייחסת [/א1] בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, [א2] הודיעו [/א2] שהשחקנים שנטלו עליהם יוזמה אישית, בניגוד לדעת ההנהלה, יועמדו לבירור משמעתי.",,BEFORE,,BEFORE
4463,42.0.5,42,0,5,"מרכז הפועל אוסר על שחקני הפועל בית שאן להופיע עם סרט שחור (לזכרו של מאיר כהנא) במשחק עם הפועל אום אל-פאחם בליגה א מחוז צפון, שיהיה השבת. מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים [א1] יממשו [/א1] את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם [א2] יועמדו [/א2] לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל.",,BEFORE,,BEFORE
4853,42.2.19,42,2,19," קבלו [א1] אמר [/א1] שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, הודיעו שהשחקנים [א2] שנטלו [/א2] עליהם יוזמה אישית, בניגוד לדעת ההנהלה, יועמדו לבירור משמעתי.",,AFTER,,AFTER
4962,42.2.18,42,2,18," קבלו [א1] אמר [/א1] שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, [א2] הודיעו [/א2] שהשחקנים שנטלו עליהם יוזמה אישית, בניגוד לדעת ההנהלה, יועמדו לבירור משמעתי.",,VAGUE,,VAGUE
5225,42.2.28,42,2,28," קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, [א1] הודיעו [/א1] שהשחקנים שנטלו עליהם יוזמה אישית, בניגוד לדעת ההנהלה, [א2] יועמדו [/א2] לבירור משמעתי.",,BEFORE,,BEFORE
5312,42.2.26,42,2,26," קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א1] ומביעה [/א1] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, הודיעו שהשחקנים שנטלו עליהם יוזמה אישית, בניגוד לדעת ההנהלה, [א2] יועמדו [/א2] לבירור משמעתי.",,BEFORE,,BEFORE
5323,42.2.22,42,2,22," קבלו אמר שהנהלת הפועל בית שאן [א1] מתייחסת [/א1] בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, הודיעו שהשחקנים [א2] שנטלו [/א2] עליהם יוזמה אישית, בניגוד לדעת ההנהלה, יועמדו לבירור משמעתי.",,AFTER,,AFTER
5377,42.1.14,42,1,14," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם [א1] יועמדו [/א1] לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א2] ומביעה [/א2] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
5804,42.2.25,42,2,25," קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א1] ומביעה [/א1] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, הודיעו שהשחקנים [א2] שנטלו [/א2] עליהם יוזמה אישית, בניגוד לדעת ההנהלה, יועמדו לבירור משמעתי.",,AFTER,,AFTER
6144,42.2.29,42,2,29," קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, הודיעו שהשחקנים [א1] שנטלו [/א1] עליהם יוזמה אישית, בניגוד לדעת ההנהלה, [א2] יועמדו [/א2] לבירור משמעתי.",,BEFORE,,BEFORE
6615,42.1.6,42,1,6," מנכ""ל הפועל יעקב אבימור [א1] הבהיר [/א1] אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו [א2] אמר [/א2] שהנהלת הפועל בית שאן מתייחסת בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,BEFORE,,BEFORE
6631,42.1.10,42,1,10," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים [א1] יממשו [/א1] את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן [א2] מתייחסת [/א2] בחומרה רבה ומביעה שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
6869,42.0.0,42,0,0,"מרכז הפועל [א1] אוסר [/א1] על שחקני הפועל בית שאן להופיע עם סרט שחור (לזכרו של מאיר כהנא) במשחק עם הפועל אום אל-פאחם בליגה א מחוז צפון, שיהיה השבת. מנכ""ל הפועל יעקב אבימור [א2] הבהיר [/א2] אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל.",,BEFORE,,BEFORE
6944,42.1.11,42,1,11," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים [א1] יממשו [/א1] את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א2] ומביעה [/א2] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",,AFTER,,AFTER
108,43.3.23,43,3,23," ראשון לציון [א1] הירבתה [/א1] לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק. בגבת שיחק רק הזר קלווין רוברטס, ואילו הזר השני ארנולד [א2] ישב [/א2] על הספסל ולא שותף עקב פציעה.",EQUAL,AFTER,EQUAL,EQUAL
173,43.2.19,43,2,19," דקה ו-14 שניות לסיום הובילו שחקני ראשון לציון ביתרון של 91 90 בלבד, ורק יכולת טובה של חיים זלוטיקמן ויוגין בנקס [א1] הותירה [/א1] את הניצחון בבית. ראשון לציון [א2] הירבתה [/א2] לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק.",AFTER,AFTER,,AFTER
345,43.3.26,43,3,26," ראשון לציון הירבתה לאבד כדורים, וברגעים קריטיים [א1] איפשרה [/א1] לשחקני גבת לחזור למשחק. בגבת שיחק רק הזר קלווין רוברטס, ואילו הזר השני ארנולד [א2] ישב [/א2] על הספסל ולא שותף עקב פציעה.",EQUAL,AFTER,EQUAL,EQUAL
889,43.0.4,43,0,4,"שחקני מכבי ראשון לציון הצליחו לזכות בניצחון נוסף, הפעם על הפועל גבת העמק, לאחר משחק חלש [א1] שהסתיים [/א1] ביתרון של 6 נקודות בלבד (92 98). שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם [א2] ניצבה [/א2] מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית הספיקה להם לזכות בניצחון שהושג לאחר במאמץ של הרגעים האחרונים.",AFTER,AFTER,,AFTER
969,43.0.1,43,0,1,"שחקני מכבי ראשון לציון [א1] הצליחו [/א1] לזכות בניצחון נוסף, הפעם על הפועל גבת העמק, לאחר משחק חלש שהסתיים ביתרון של 6 נקודות בלבד (92 98). שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם [א2] ניצבה [/א2] מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית הספיקה להם לזכות בניצחון שהושג לאחר במאמץ של הרגעים האחרונים.",AFTER,AFTER,,AFTER
1036,43.6.40,43,6,40," מיקי ברקוביץ, [א1] שיצא [/א1] לקראת הסיום ב-5 עבירות, מיעט לזרוק ולכן גם צבר מעט נקודות. מוטי ארואסטי [א2] שיחק [/א2] מעט.",AFTER,AFTER,,AFTER
1345,43.2.18,43,2,18," דקה ו-14 שניות לסיום [א1] הובילו [/א1] שחקני ראשון לציון ביתרון של 91 90 בלבד, ורק יכולת טובה של חיים זלוטיקמן ויוגין בנקס הותירה את הניצחון בבית. ראשון לציון הירבתה לאבד כדורים, וברגעים קריטיים [א2] איפשרה [/א2] לשחקני גבת לחזור למשחק.",AFTER,AFTER,,AFTER
1629,43.5.36,43,5,36," גבת [א1] שלטה [/א1] יותר בכדורים החוזרים, 92 לעומת 52 כדורים של ראשון לציון. מיקי ברקוביץ, שיצא לקראת הסיום ב-5 עבירות, מיעט לזרוק ולכן גם [א2] צבר [/א2] מעט נקודות.",EQUAL,BEFORE,,BEFORE
1712,43.5.34,43,5,34," גבת [א1] שלטה [/א1] יותר בכדורים החוזרים, 92 לעומת 52 כדורים של ראשון לציון. מיקי ברקוביץ, [א2] שיצא [/א2] לקראת הסיום ב-5 עבירות, מיעט לזרוק ולכן גם צבר מעט נקודות.",BEFORE,BEFORE,,BEFORE
1758,43.0.8,43,0,8,"שחקני מכבי ראשון לציון הצליחו לזכות בניצחון נוסף, הפעם על הפועל גבת העמק, לאחר משחק חלש שהסתיים ביתרון של 6 נקודות בלבד (92 98). שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם [א1] ניצבה [/א1] מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית הספיקה להם לזכות בניצחון [א2] שהושג [/א2] לאחר במאמץ של הרגעים האחרונים.",BEFORE,BEFORE,,BEFORE
1850,43.2.17,43,2,17," דקה ו-14 שניות לסיום [א1] הובילו [/א1] שחקני ראשון לציון ביתרון של 91 90 בלבד, ורק יכולת טובה של חיים זלוטיקמן ויוגין בנקס הותירה את הניצחון בבית. ראשון לציון [א2] הירבתה [/א2] לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק.",AFTER,AFTER,,AFTER
1965,43.3.22,43,3,22," ראשון לציון [א1] הירבתה [/א1] לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק. בגבת [א2] שיחק [/א2] רק הזר קלווין רוברטס, ואילו הזר השני ארנולד ישב על הספסל ולא שותף עקב פציעה.",EQUAL,AFTER,EQUAL,EQUAL
2074,43.3.28,43,3,28," ראשון לציון הירבתה לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק. בגבת [א1] שיחק [/א1] רק הזר קלווין רוברטס, ואילו הזר השני ארנולד [א2] ישב [/א2] על הספסל ולא שותף עקב פציעה.",EQUAL,EQUAL,,EQUAL
2243,43.3.29,43,3,29," ראשון לציון הירבתה לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק. בגבת [א1] שיחק [/א1] רק הזר קלווין רוברטס, ואילו הזר השני ארנולד ישב על הספסל ולא [א2] שותף [/א2] עקב פציעה.",EQUAL,EQUAL,,EQUAL
2269,43.5.37,43,5,37," גבת שלטה יותר בכדורים החוזרים, 92 לעומת 52 כדורים של ראשון לציון. מיקי ברקוביץ, [א1] שיצא [/א1] לקראת הסיום ב-5 עבירות, [א2] מיעט [/א2] לזרוק ולכן גם צבר מעט נקודות.",AFTER,AFTER,,AFTER
2322,43.8.43,43,8,43," האחרים, לרבות אנדרו ספנסר, היו רחוקים מכושרם הטוב. מנגד, דווקא שחקני גבת [א1] הפתיעו [/א1] במשחק לחימה, כאשר בשורותיהם [א2] בלטו [/א2] רוברטס ואריה רוזנברג.",EQUAL,AFTER,,AFTER
2493,43.6.41,43,6,41," מיקי ברקוביץ, שיצא לקראת הסיום ב-5 עבירות, [א1] מיעט [/א1] לזרוק ולכן גם צבר מעט נקודות. מוטי ארואסטי [א2] שיחק [/א2] מעט.",EQUAL,EQUAL,,EQUAL
2683,43.0.9,43,0,9,"שחקני מכבי ראשון לציון הצליחו לזכות בניצחון נוסף, הפעם על הפועל גבת העמק, לאחר משחק חלש שהסתיים ביתרון של 6 נקודות בלבד (92 98). שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם ניצבה מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית [א1] הספיקה [/א1] להם לזכות בניצחון [א2] שהושג [/א2] לאחר במאמץ של הרגעים האחרונים.",EQUAL,BEFORE,,BEFORE
2869,43.1.13,43,1,13," שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם ניצבה מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית [א1] הספיקה [/א1] להם לזכות בניצחון שהושג לאחר במאמץ של הרגעים האחרונים. דקה ו-14 שניות לסיום הובילו שחקני ראשון לציון ביתרון של 91 90 בלבד, ורק יכולת טובה של חיים זלוטיקמן ויוגין בנקס [א2] הותירה [/א2] את הניצחון בבית.",AFTER,BEFORE,,BEFORE
2903,43.5.39,43,5,39," גבת שלטה יותר בכדורים החוזרים, 92 לעומת 52 כדורים של ראשון לציון. מיקי ברקוביץ, שיצא לקראת הסיום ב-5 עבירות, [א1] מיעט [/א1] לזרוק ולכן גם [א2] צבר [/א2] מעט נקודות.",BEFORE,BEFORE,,BEFORE
2987,43.1.14,43,1,14," שחקני ראשון לציון לא היו אתמול בשיאם, אך למזלם ניצבה מולם קבוצת תחתית, כך שגם יכולת פחות מבינונית הספיקה להם לזכות בניצחון [א1] שהושג [/א1] לאחר במאמץ של הרגעים האחרונים. דקה ו-14 שניות לסיום [א2] הובילו [/א2] שחקני ראשון לציון ביתרון של 91 90 בלבד, ורק יכולת טובה של חיים זלוטיקמן ויוגין בנקס הותירה את הניצחון בבית.",AFTER,AFTER,,AFTER
3025,43.5.35,43,5,35," גבת [א1] שלטה [/א1] יותר בכדורים החוזרים, 92 לעומת 52 כדורים של ראשון לציון. מיקי ברקוביץ, שיצא לקראת הסיום ב-5 עבירות, [א2] מיעט [/א2] לזרוק ולכן גם צבר מעט נקודות.",EQUAL,EQUAL,,EQUAL
