,text,label,named_label
3624," במחנה פליטים סמוך לשכם נפגע תושב מקומי מפגיעת רימון גז מדמיע, < שנורה > בידי חיילים. מקורות פלשתיניים < מסרו > כי חיילים, שירדו ממיניבוס לבן בשכונת ראפידיה בשכם, ניפצו בעזרת אבנים זגוגיות של מכוניות חונות של תושבים מקומיים, ביניהן גם את חלונות מכוניתו של דר מוסטפא מקבול.",3,VAGUE
3625," רצח מדרגה שנייה הוא האישום החמור ביותר שבו ניתן להאשים חשוד ברצח במדינת ניו-יורק, שאינו < מואשם > ברצח של איש כוחות הביטחון. כתבי האישום הוגשו למיטתו של החשוד בבית החולים ""בלוויו"" במנהטן, שם הוא < מחלים > מפציעתו.",3,VAGUE
3626," קשרי מכבי, נימני, קלינגר, זוהר ושוהם שהחליף את מלמיליאן הפצוע, גילו עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית עלו ליתרון (91): זוהר פרץ באין מפריע באגף הימני, < שילח > כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0. דקה לאחר השער < שספגו > נותרו החולונים עם עשרה שחקנים, פעם רביעית בעונה זו, כשהמורחק התורן הוא אילן חכים שבעט ללא כדור באלי דריקס וראה את כרטיסו האדום של שיינר.",0,BEFORE
3627," במסיבת עיתונאים שלשום אמר הקצין < הממונה > על החקירה, גוזף בורלי, כי ייתכן שהמניע לרצח לא יתברר לעולם. אל חוקרי משטרת ניו-יורק הצטרפו אנשי הכוח המיוחד ללחימה בטרור וחוקרי האף-בי-איי, < המנסים > לגלות אם לחשוד היו קשרים בין-לאומיים כלשהם.",0,BEFORE
3628," האב לא איבד את שלוות רוחו, < שלח > אצבע ארוכה לעבר בנו, וקרא: ""יש לי רק יצירה אחת גרועה ממנה, וזה אתה"". דיומא הבן < המתין > בסבלנות עד שיגוועו גלי הצחוק שמילאו את האולם.",0,BEFORE
3629,"ניו יורק (אי-פי). דייויד רובינסון < קלע > אור לאתמול שיא קאריירה, 34 נקודות, < והצעיד > את סן אנטוניו ספארס לניצחון על דנוור 161351.",2,EQUAL
3630," המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו < יגיע > לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם < מכיר > בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",3,VAGUE
3631," היו כמה תחנות בדרך גלגוליה של הפרשה, שעוררו חשד ליחס מופקר לחיי אדם מצד יחידות משמר הגבול < הנוגעות > בדבר, ולגישה צינית מצד שלטונות המשפט והחקירה. מובארק < נהרג > ב""יום האדמה"", 03 במארס 9891.",1,AFTER
3632," ""כיהודי מאמין אני עושה את מה שמצווה עלי התורה ואת מה < שדורש > ממני אלוהים"", אמר כהנא. והמראיין הערבי < אומר > לו: ""אבל גם לנו יש אלוהים"".",0,BEFORE
3633," לא רק שאין זה עניין פוליטי אלא זה נושא חינוכי-לאומי ממדרגה ראשונה. אני גם מוכן להסתכן ולשער כי ההורה, או קבוצת ההורים שהתנגדה לטיול, < מסתתרים > תחת המעטה של טיעון פוליטי נבוב ולמעשה הם < פוחדים > לשלוח את ילדיהם שמא איזה ערבי ינעץ בהם סכין בגב.",1,AFTER
3634," במסיבת עיתונאים שלשום אמר הקצין הממונה על החקירה, גוזף בורלי, כי ייתכן שהמניע לרצח לא יתברר לעולם. אל חוקרי משטרת ניו-יורק < הצטרפו > אנשי הכוח המיוחד ללחימה בטרור וחוקרי האף-בי-איי, < המנסים > לגלות אם לחשוד היו קשרים בין-לאומיים כלשהם.",0,BEFORE
3635, היבט אחד שבו כבר יש שיפור מסוים בשיתוף הפעולה בין שתי המדינות הוא ההיבט המודיעיני. אחת הבעיות המרכזיות המדאיגות את ישראל היא הגישה למידע מלווייני הריגול האמריקאיים < העוקבים > אחר < המתרחש > בעיראק ובכווית.,1,AFTER
3636," אמנם ירושלים שיחקה רק בשני מישחקי חוץ מתוך שבעה, אבל < ניצחה > בהם את מכבי תל אביב (98 66) ואת הפועל תל אביב (79 38). נקודה נוספת הראויה לציון, היא שהפועל ירושלים משחק תמיד נגד קבוצה < שנחה > וגם ""ריגלה"" אחריה ובכל זאת הצליחה להפגין עליונות, פרט למעידה בבית נגד מכבי רמת גן.",1,AFTER
3637," בתמורה דורש השטן שערה אחת משערות ראשו של טיבו עם התגשמות האיחול הרע הראשון, שתיים עם השני, ארבע עם השלישי וכן הלאה. טיבו זונח את אומנות הסנדלרות < ומתקיים > על הציד < שצדים > למענו זאבי היער הכפופים כמובן ישירות לשטן.",1,AFTER
3638," מנכ""ל החברה לפיתוח מזרח ירושלים, יצחק יעקבי, השתתף בשבוע שעבר במסע הסברה < שאורגן > על-ידי מנהל לשכת התיירות הממשלתית של ישראל בשיקאגו, אמנון ליפצין. יעקבי < התראיין > בכלי התקשורת המקומיים, ואחד הראיונות לשדר גים וורן מרשת וו-אם-בי-אי הועבר ל061 תחנות רדיו ברחבי ארה""ב.",0,BEFORE
3639," הן ביקשו לתחום את המשפט למסגרתו המשמעתית, < והזכירו > לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן < פרשה > התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",3,VAGUE
3640," < פניתי > לדובר משרד המשטרה וזה מסר, לאחר בדיקה, כי העניין נתון לחקירת משמר הגבול. כאשר התפרסמה גרסת דובר משרד המשטרה, < נזעק > מפקד משמר הגבול לתקן: החיל שלו לא חקר את המקרה ואינו יודע עליו כלל.",0,BEFORE
3641," בהמשך אמר כי עסקת החבילה שעשתה הממשלה עם ההסתדרות בשנים הקודמות היתה מעטפה יפה על-מנת שההסתדרות תקבל פחות. ל, יו""ר המושב בו < הירצו > קיסר, ושר האוצר, אמר קיסר: ""מר אורי, או החבר אורי, אם היית חבר בהסתדרות הייתי < מקבל > ממך מס אחיד גבוה.",1,AFTER
3642," מכבי, < שניצח > גם במשחק הראשון בתל אביב 3 0, יתמודד בסיבוב השני עם פרטיזן בלגרד החזקה. בטורניר לקבוצות < מחזיקות > גביע הודח הפועל בת ים, אחרי שנוצח בגומלין 0 3 בידי הקבוצה הבלגית גנאק רוזלסר.",3,VAGUE
3643," אם תוסיף לכך את תחושת חוסר התוחלת והמשבר הכלכלי הקיים בירדן < תקבל > מצוקה חברתית משולבת. הגורמים הפונדמליסטיים האלה, < מדברים > במונחים מאד רדיקליים בנושא הסכסוך הישראלי-ערבי.",1,AFTER
3644," הפצוע < הועבר > לבית החולים הדסה עין-כרם בירושלים. במחנה פליטים סמוך לשכם < נפגע > תושב מקומי מפגיעת רימון גז מדמיע, שנורה בידי חיילים.",3,VAGUE
3645," אולם בישיבה שהתקיימה השבוע בהשתתפות מנכ""ל משרד התעשיה והמסחר צבי קורן, מנכ""ל משרד איכות הסביבה ד""ר אורי מרינוב, סגן החשב הכללי והאחראי על הדיור, נתן רטנר, ונציגי אגף התקציבים באוצר, < הודיעו > נציגי תמ""ס כי אין להם משאבים לבצע את מעבר משרדיהם מבניין אחד למישנהו. בישיבה < הוחלט > כי המשרד לאיכות הסביבה ישלם למשרד התעשייה והמשרד חצי מיליון ש""ח עבור מרכזיית הטלפונים של תמ""ס שתועבר יחד עם המבנה לרשות המשרד לאיכות הסביבה.",0,BEFORE
3646,"הידיעה < שפורסמה > תחת הכותרת: ""הורים בבית הספר בנווה-מונוסון נגד טיול לירושלים; טוענים: הפגנה פוליטית""; (""הארץ"", 0192), הטרידה אותי מאוד. נילי מנדלר, שמסרה את הידיעה מפי הורים (אין יודעים אם מדובר בהורה בודד, או בקבוצת הורים מסוימת), < כתבה > כי ""אחד ההורים, שהחזיר למנהלת את הספח החוזר שבו הביע התנגדות להשתתפות ילדו בטיול, טען כי ""זהו חינוך פוליטי כאשר ילדינו משמשים אמצעי חי להפגנות"".",1,AFTER
3647," פחד מחסידיו של כהנא, ממתנחלים ומתלמידי ישיבות ברובע המוסלמי, שרובם חמושים ולא ברור אם הרשויות < יחסמו > אותם. מה < שמרגיע > מעט את הפחד בציבור הערבי הוא הידיעה, שבנסיבות הפוליטיות הנוכחיות פגיעה בערבים גורמת נזק עצום לישראל.",1,AFTER
3648," מותו של סאלם איסמעיל מובארק רק ריחף בחלל האולם שבו התנהל המשפט, אך לא נחת על שולחנם של השופטים תת-ניצב אברהם מלכה, ניצב משנה זיווה פרי-הר, וסגן-ניצב משה אלכסנדרוני. על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, < הושמטה > מגיליון האישום המקורי העובדה שבנסיבות שבהן < חרגו > שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, שחרש באותה שעה את חלקת האדמה המשפחתית באזור בית סחור.",1,AFTER
3649," אהוד שפרינצק כתב על ""כך"" < שהתפתחה > בה תרבות של כת. כהנא היה האיש הנערץ שעל פיו < יישק > כל דבר.",3,VAGUE
3650, רמת השרון < יאבקו > נגד הירידה. מהשלוש < תצא > אחת.,0,BEFORE
3651," < מעריכים > שהישיבה תנוהל ע""י שלום עצמו. ישתתף בה גם, שלמרות סיום תפקידו כיו""ר הדירקטוריון, < החליט > להמשיך לכהן כדירקטור.",1,AFTER
3652, פול גאסקוין < קבע > 1 0 לטוטנהאם בדקה ה-01 אולם אלן קורק הישווה בדקה ה-72. בדקה ה-34 < עלתה > ווימבלדון ליתרון 21 משער של פול מקגי.,0,BEFORE
3653," עכשיו כשפרץ במלוא עוצמתו הסכסוך עם העובדים עומדים רוב חברי ההנהלה מן הצד ואינם מתערבים, טוענים העובדים. ובינתיים < ממשיך > ועד העובדים להמטיר על חבריו חוזרים < המופנים > נגד ההנהלה.",1,AFTER
3654, המטרה היא לאפשר לכל מבוטח לבחור את סכום הפנסיה שהוא < רוצה > להבטיח לעצמו. במקביל לכך הקרן משקיעה את כספי החברים באגרות חוב של האוצר < המיועדות > לקרנות פנסיה והנושאות ריבית גבוהה מזו של חברות הביטוח.,1,AFTER
3655," הותרתם של ילדים מוכי גורל בבתי חולים לחולי נפש אינה < נופלת > בחומרתה מהפנייתם, למשל, של עולים חדשים לבתי כלא עד שיימצא להם סידור הולם. ממשלת ישראל אינה < נזקקת > למאמץ מיוחד על מנת להשכיח ילדים אלה, ולהשאיר אותם במוסדות פסיכיאטריים.",0,BEFORE
3656," במסיבת עיתונאים שלשום אמר הקצין < הממונה > על החקירה, גוזף בורלי, כי ייתכן שהמניע לרצח לא יתברר לעולם. אל חוקרי משטרת ניו-יורק < הצטרפו > אנשי הכוח המיוחד ללחימה בטרור וחוקרי האף-בי-איי, המנסים לגלות אם לחשוד היו קשרים בין-לאומיים כלשהם.",0,BEFORE
3657," ירושלים לכולם היתה רוצה ממשלתנו לספק פתרונות דיור הולמים: למיליון עולים חדשים, לזוגות צעירים, ליוצאי צה""ל, לחסרי דיור ועוד זאת גם כשמדובר בגיוס משאבים עצומים בארץ ובחו""ל. מנגד, אין הממשלה < נוקפת > אצבע לפתרון בעייתם של ילדים השוהים בבתי חולים לחולי נפש, כשאין זה < מקומם > על-פי אבחנה רפואית.",1,AFTER
3658," בתום ישיבה סוערת, < החליטה > השבוע הנהלת סיעת הליכוד לצרף את הח""ך החדש, חיים קופמן, לוועדת הכספים. ח""כ ראובן ריבלין, < שהתמודד > על התפקיד, ביקש לפחות להתמנות כחבר בוועדת חוץ וביטחון, בעקבות פינוי מקום לסיעה בוועדה זו בשל פרישתו של הח""ך לשעבר זלמן שובל, אך הסיעה החליטה לדחות את ההחלטה בעניין.",1,AFTER
3659, כרוז < שהופץ > קרא ליום הסלמה בשטחים. מקורות פלשתיניים < דיווחו > שהתקריות החלו בכמה מחנות פליטים כבר ביום שישי.,0,BEFORE
3660," אבי נימני שילח כדור מתוחכם לעור שחדר לרחבת חולון ובאין < מפריע > בעט שטוחות לרשתו של ביטרן. החלפתו של ארמלי הגרוע במחצית השניה ובעבר השני החלפתו התמוהה של איציק זוהר ממכבי גרמו לשינוי ביחסי הכוחות, כאשר שחקני חולון < החלו > ללחוץ על שער מכבי וצמצמו בדקה ה-75 בבעיטת 11 של אבי פס לאחר הכשלת אוחנה ברחבה.",3,VAGUE
3661," במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי. שוחרי השוק החופשי ותומכי ההתערבות הממשלתית גם יחד התבוננו בהשתאות אל הנעשה בארץ הקיווי: האם < תגשים > דווקא מפלגה סוציאל-דמוקרטית את חזונו של מילטון פרידמן? בחודש שעבר, כתום קרוב לשש שנות שלטון, < בעטו > בוחרי ניו-זילנד במפלגת העבודה, והחזירו לשלטון את המפלגה השמרנית.",3,VAGUE
3662," ביום אחר פירסם העיתון בעמוד מאמרי המערכת שלו קריקטורה מקפיאת דם. < נראה > בה מלאך המוות חבוש כאפייה, ומפיו < בוקעות > המלים: ""קרא את שפתיי, גורג לא תהיה עוד וייטנאם"".",0,BEFORE
3663," טיעונים כאלה, שפעם היו מקובלים בין ליברלים בארה""ב, לא שמעתי כבר הרבה זמן. במעמקי המערב התיכון של ארה""ב קל להאמין שהעולם < נברא > בצלם אמריקה, שהוא מלא אנשים הגיוניים ופרגמטיים, ושהאותוריטה המוסרית של מוסד שאיש, כולל ארה""ב, מעולם לא < לקח > ברצינות תעשה רושם מיידי על סדאם חוסיין.",0,BEFORE
3664," בחוזר שהופץ לפני ימים מספר בין כל עובדי הבנק נאמר, בין השאר, כי ב""מפעל סולתם שיסתה ההנהלה כלבים בעובדים, וכאן היא < משסה > קבוצות עובדים אחת בשנייה. בסולתם ראש המפעל קיבל על עצמו אחריות למחדלים שהם פחותים מהעוולות הניהוליות < שמבצעת > הנהלת הבנק.",2,EQUAL
3665," זו היתה התרברבות לא-דיסקרטית, ואין ספק < שיימנע > ממנה השנה. אף-על-פי-כן, שתדלנים פרו-ישראליים בוואשינגטון < חככו > השבוע את ידיהם בשביעות רצון למשמע הידיעה, שהארקין גבר על טוקי בהפרש משכנע של 10%.",1,AFTER
3666," יעקבי התראיין בכלי התקשורת המקומיים, ואחד הראיונות לשדר גים וורן מרשת וו-אם-בי-אי < הועבר > ל061 תחנות רדיו ברחבי ארה""ב. לפי הדיווחים, השתתפו עשרות אנשים בכל אחד מן הסמינרים שנערכו במסגרת מסע ההסברה לסוכני נסיעות, לכמרים, למנהיגי קהילות דתיות ולמנהיגי קהילות אתניות בשיקאגו < יוצאי > פולין, יוון ואיטליה.",3,VAGUE
3667," בתביעה שהוגשה בסדר דין מקוצר < טוענת > פרקליטת חברת הביטוח, עו""ד רחל בלומנטל, כי שני הנתבעים התקשרו עם חברת הביטוח אושיות (בפירוק) להנפקת פוליסות ביטוח לעובדי חברת החשמל, והכספים המגיעים לרותם הם סכומי הפרמיות שנגבו מעובדי חברת החשמל (או שהיו צריכים להיגבות). סכום התביעה, < נאמר > בתביעה, הוא הסכום לאחר הפחתה של העמלות המגיעות לנתבעים.",2,EQUAL
3668, הוא < יתבע > את את קמבל על תקיפה. הנהלת הקבוצה < הגישה > תלונה לאיגוד הכדורסל.,1,AFTER
3669," בגבת שיחק רק הזר קלווין רוברטס, ואילו הזר השני ארנולד ישב על הספסל ולא < שותף > עקב פציעה. גבת < שלטה > יותר בכדורים החוזרים, 92 לעומת 52 כדורים של ראשון לציון.",3,VAGUE
3670," ובינתיים ממשיך ועד העובדים להמטיר על חבריו חוזרים המופנים נגד ההנהלה. בחוזר שהופץ לפני ימים מספר בין כל עובדי הבנק נאמר, בין השאר, כי ב""מפעל סולתם < שיסתה > ההנהלה כלבים בעובדים, וכאן היא < משסה > קבוצות עובדים אחת בשנייה.",0,BEFORE
3671," מה עומד מאחורי הסידור הזה? לפני חודשים אחדים נמאס לסוכנות ""ביגז"" לשלם את עמלת המוטב בסך 1.73 שקל, שהבנק גובה ממקבל התשלום, ולכן החליטה, שאם הצרכן כבר < משלם > את עמלת המשלם < שישלם > גם את עמלת המוטב.",0,BEFORE
3672," באולם הדיונים נראו אתמול שר האוצר שר התמ""ת והשרים לשעבר וקפכותשביתת האיגודים המקצועיים אומנם נסתיימה בראשית השבוע, ומשרד האוצר וראשי האיגודים המקצועיים < המשיכו > את המו""ם ביניהם, אך חותמה של השביתה ייראה כנראה במשכורתם של השובתים. הממונה על השכר באוצר, < שיגר > בראשית השבוע מכתב אל סגן החשב הכללי באוצר,, ובו הורה לו לנכות ימי עבודה משכר השובתים, בגין שביתתם.",0,BEFORE
3673," < ומבקרים > בהן מדי יום כ2,000 איש הסובלים מבעיות בפרקים, כאבי גב וכיוצא באלה. ההשקעה עליה הוחלט בקיבוץ הארצי < נועדה > להקמתם של מכון לטיפולים הידרותרפיים, סאונה, בית מרחץ ומסעדה.",0,BEFORE
3674," חוסר ניסיון ועלילה זדונית באים לביטוי בקטע המאמר < הדן > בנושא ""רצח הנזירות"". כל ישראלי המנוסה בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל יורים בכל דבר < שנע > ממולך.",1,AFTER
3675,"נ מוראלי חשוב < השיג > הפועל תל אביב במשחק שלא התעלה לרמה גבוהה ואלמלא המאבק הצמוד והסיום הדרמאטי, לפני ההארכה, הוא היה מוכתר כמאכזב. הפועל, למרות שליטה מוחלטת בכדורים החוזרים, לא < מימש > יתרון זה לעשיית נקודות.",1,AFTER
3676," אסטון וילה, שהודחה בשבוע שעבר מגביע אופ""א בידי אינטר מילאנו, הבקיעה אתמול שער ראשון בליגה אחרי חודש מרגלי הבלם הדני קנט נילסן בדקה ה-16, אבל < הסתפקה > ב-1 1 במגרשה עם נוטינגהאם שהישוותה בדקה ה-87. בדקה ה-06 < החטיא > דייויד פלאט בעיטת-11 לאסטון וילה.",1,AFTER
3677," רק כפרים ספורים < הקימו > את הריסותיהם ובנו תשתית כלכלית לפי התוכניות. ברוב המקומות טרם פונו כל ההריסות, ועשרות אלפי אנשים < גרים > עדיין בצריפונים.",1,AFTER
3678," בספרו ""שאלות לא נוחות ליהודים נינוחים"" כתב לא פחות ולא יותר, שאילו מעמד הר סיני היה מתנהל עתה, היה הוא, כהנא, המפרש הנכון של משה. הוא < האמין > שבימים אלה יש להתנהג כמו בתקופת יהושע בן נון בעת < שהוריש > את הארץ.",1,AFTER
3679," אם ינצח במשאל-העם על שיטת הבחירות, לא זו בלבד שהשפעתו < תגדל > וידידיו במפלגה הקומוניסטית ייהנו מהשינוי, אלא שהוא יצליח להחליש במידה ניכרת את יריבו הגדול, קראקסי, מזכיר המפלגה הסוציאליסטית, השלישית בגודלה באיטליה, שהשפעתה היא מעל ומעבר לכוחה בפרלמנט. על-פי החלטות הממשלה < יישלחו > בהקדם שופטים ועובדי משרד המשפטים לדרום, כדי לאייש את המקומות הדרושים.",1,AFTER
3680," מקורות פלשתיניים טענו אתמול כי בשכונת ראפידיה בשכם נפצעה אישה בת 44, סמירה דבעי, מפגיעת אבן בראשה, ואושפזה בבית החולים בראפידיה. תושבים טענו כי האבן < נזרקה > בידי חיילים מתצפית צבאית, < הנמצאת > על גג בניין אגודת הצדקה בשכונה.",1,AFTER
3681,"עובדי מסוף המטענים בנמל התעופה בן גוריון (ממ""ן) < מאיימים > לשבש את העבודה אם תמומש התכנית של רשות החברות הממשלתיות להעמיד למכירה 62% ממניות ממ""ן ליזמים פרטיים. ועד עובדי ממ""ן שיגר בימים אלה מכתב למנכ""ל רשות החברות הממשלתיות, זאב רפואה, שבו הוא טוען שההחלטה למכור נתח זה ממניות ממ""ן לגורמים פרטיים, < מהווה > שינוי בעמדת החברה ופגיעה באינטרסים של העובדים, ""שהם חלק מהמלאי העסקי של החברה"", כהגדרת הוועד.",1,AFTER
3682," אם ננצח באחד משלושת המשחקים הבאים נגד הפועל תל אביב, מכבי תל אביב והפועל גליל עליון זה יהיה הישג אדיר, < שיתן > לנו דחיפה קדימה"". מיקי < סבור > שהעייפות לא תכריע את קבוצתו, כפי שכולם מנבאים, בגלל גילם המתבגר של רוב שחקניה.",3,VAGUE
3683," נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, ייחל לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה < התחזק > כשהתברר שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא טופל כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא < נענו > אף הן.",1,AFTER
3684," כידוע, המדד מושפע באחרונה במיוחד מעליות מחירי הדיור. < ניקח > את מדד השנה האחרונה (אוקטובר 9891 - ספטמבר 0991): המדד הכללי < עלה > ב18.",1,AFTER
3685," בשנת 4891 עלתה שם לשלטון מפלגת העבודה וחוללה מהפך בלתי צפוי. במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או < בוטלו > ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד < וניתן > חופש פעולה מונטרי לבנק המרכזי.",2,EQUAL
3686," איש לא < התכוון > לכך. ציטוט מהמאמר: ""בעת שנורתה, (הנזירה) < עסקה > בטיפול בפצועים"".",3,VAGUE
3687," האם מים זורמים בבית שימוש או לשטיפת שיניים בכיור הם מותרות? מדוע < מפסיקים > מים ללא התראה מראש ובכתב? בקיץ האחרון, ב21 וב31 באוגוסט סגר מישהו את הברז המרכזי לרחוב שלם בתל אביב, בשעה שבע וחצי בבוקר. בגלל התראה של דקות ספורות בלבד, בשיטה העתיקה והפרימיטיבית של כרוז צעקן, נמצאו רבים שלא < הספיקו > למלא דליים וקומקומים.",0,BEFORE
3688," מה < שמרגיע > מעט את הפחד בציבור הערבי הוא הידיעה, שבנסיבות הפוליטיות הנוכחיות פגיעה בערבים גורמת נזק עצום לישראל. במזרח ירושלים < הבינו > זאת היטב עם שחרורו המהיר יחסית של פייסל חוסייני מהמעצר, אחרי שאין-ספור הודעות רשמיות ישראליות האשימו אותו באחריות ישירה לאירועי הדמים בהר-הבית.",0,BEFORE
3689," כאשר < התפרסמה > גרסת דובר משרד המשטרה, נזעק מפקד משמר הגבול לתקן: החיל שלו לא חקר את המקרה ואינו יודע עליו כלל. דובר משרד המשטרה מסר גרסה חדשה: הפרשה < נמסרה > לחקירת מטה המחוז הדרומי.",0,BEFORE
3690," מאוחר יותר < שימש > שר בממשלת ריימון באר בימי נשיאותו של ואלרי זיסקאר-דאסטאן. ב3891, בעקבות חקירה מחודשת, < נקבע > כי יש מקום להגיש נגדו כתב אישום בגין סיוע למעצרם של יהודים כדרישת הגרמנים.",0,BEFORE
3691," במסיבת עיתונאים שנערכה ב81 באוקטובר השנה בפאריס < דיבר > נשיא הליגה לזכויות האדם, עו""ד איב זפה, על ""חוסר הרצון הפוליטי להביא לידי בירור את שלוש הפרשיות של בוסקה, פאפון וטובייה"". הוא אמר: ""שלושה תיקים אלה < נמצאים > בנקודה מתה.",1,AFTER
3692," ריבלין האשים ""ח""כים ירושלמים (קרי: הנגבי, קורפו, ויהושע מצא) המנצלים את מעמדם בהנהלת הסיעה, כדי למנוע כל אפשרות שיכהן בחבר בוועדת חוץ וביטחון. ריבלין < אמר > כי על פי סיכום שנערך עימו השבוע יצטרפו הח""כים קופמן ויהודה פרח לוועדת הכספים, ואילו הוא יצורף לוועדת חוץ וביטחון, אך ""חבריו"" < מצאו > ברגע האחרון סיבה להפר את הסיכום.",1,AFTER
3693," בתמורה < דורש > השטן שערה אחת משערות ראשו של טיבו עם התגשמות האיחול הרע הראשון, שתיים עם השני, ארבע עם השלישי וכן הלאה. טיבו זונח את אומנות הסנדלרות ומתקיים על הציד שצדים למענו זאבי היער < הכפופים > כמובן ישירות לשטן.",1,AFTER
3694," המספר הסידורי על קת אקדח המגנום, שבו < ירה > על-פי החשד א-נוסייר בכהנא, נמחק ולכן לא הצליחו החוקרים לגלות היכן קיבל אותו. באחת מדירותיו של א-נוסייר < נמצאו > כמה קלטות וידיאו ובהן ויכוחים טלוויזיוניים על הסכסכוך הישראלי-פלשתיני בהשתתפות כהנא.",0,BEFORE
3695," בשרות בתי הסוהר בצה""ל < חוקרים > את נסיבות מותו של עטיה עבדלל עטי מחמוד זענין, בן 63, חקלאי מבית חנון, נשוי ואב לשבעה ילדים, שנמצא תלוי אתמול בתאו שבכלא עזה. מקורות צבאיים < מסרו > כי עטיה השתמש בקרעים של שמיכה.",0,BEFORE
3696," לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, < הגיעו > שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם. כן < הושמט > סעיף שהאשים את השניים באי-דיווח על התקרית.",0,BEFORE
3697,"תשורת המשך אשר לה תנאים הניתנים לחוסכים ותיקים בלבד"", כותב סניף מסניפי בנק לאומי ללקוחה, שתוכנית החיסכון צמודת-המדד שלה < עמדה > לפידיון בחודש שעבר (אוקטובר). בהמשך נאמר, בין השאר, כי ""מועדי היציאה הגמישים של כוח תשורת המשך < הופכים > את התוכנית לאטרקטיווית"".",3,VAGUE
3698," הפועל, למרות שליטה מוחלטת בכדורים החוזרים, לא < מימש > יתרון זה לעשיית נקודות. שחקניו הגבוהים, טרי וגיבסון, החטיאו כטירונים מתחת לסל, כשגיבסון < זוכה > לכיסוי דאבל-אף, אולם הוא הצליח להוציא כדורים החוצה לאנדרסון ולפרישמן הפנויים שניצלו זאת לנקודות קלות.",1,AFTER
3699," לב מכבי פ""ת מצמרת הליגה לא הצליח לנצל יתרונו כדי לגבור על מכבי יפו ממרכז הטבלה. האורחים שעלו בהרכב הגנתי הפתיעו בעלייתם ליתרון במחצית הראשונה, אולם המקומיים, < שפתחו > את המחצית השניה בסערה, הצליחו להשוות < והרבו > להחמיץ ממצבים נוחים.",0,BEFORE
3700," קיסר אמר כי לו אין מה להפסיד, שכן זו הקדנציה האחרונה שלו כמזכ""ל ההסתדרות. בהמשך < אמר > כי עסקת החבילה < שעשתה > הממשלה עם ההסתדרות בשנים הקודמות היתה מעטפה יפה על-מנת שההסתדרות תקבל פחות.",1,AFTER
3701," הליגה שלנו מתחילה להיות כמו הליגה האיטלקית, עם הרבה ניצחונות חוץ. אני < בטוח > שננחל הפסדים נוספים למרות שתיאורטית, אם לא נפסיד עד סוף הליגה < ונשמור > על יתרון 32 נק מול מכבי, נהיה ראשונים"".",0,BEFORE
